#GeneID	TF_ID
ENSMUSG00000028668	ENSMUSG00000037174
ENSMUSG00000028729	ENSMUSG00000037174
ENSMUSG00000028871	ENSMUSG00000037174
ENSMUSG00000028889	ENSMUSG00000037174
ENSMUSG00000028898	ENSMUSG00000037174
ENSMUSG00000028975	ENSMUSG00000037174
ENSMUSG00000029263	ENSMUSG00000037174
ENSMUSG00000029265	ENSMUSG00000037174
ENSMUSG00000029390	ENSMUSG00000037174
ENSMUSG00000029557	ENSMUSG00000037174
ENSMUSG00000029701	ENSMUSG00000037174
ENSMUSG00000029802	ENSMUSG00000037174
ENSMUSG00000029840	ENSMUSG00000037174
ENSMUSG00000030224	ENSMUSG00000037174
ENSMUSG00000030435	ENSMUSG00000037174
ENSMUSG00000030615	ENSMUSG00000037174
ENSMUSG00000030801	ENSMUSG00000037174
ENSMUSG00000030842	ENSMUSG00000037174
ENSMUSG00000031226	ENSMUSG00000037174
ENSMUSG00000031577	ENSMUSG00000037174
ENSMUSG00000031820	ENSMUSG00000037174
ENSMUSG00000031823	ENSMUSG00000037174
ENSMUSG00000031862	ENSMUSG00000037174
ENSMUSG00000031949	ENSMUSG00000037174
ENSMUSG00000032126	ENSMUSG00000037174
ENSMUSG00000032308	ENSMUSG00000037174
ENSMUSG00000032565	ENSMUSG00000037174
ENSMUSG00000032586	ENSMUSG00000037174
ENSMUSG00000032590	ENSMUSG00000037174
ENSMUSG00000032705	ENSMUSG00000037174
ENSMUSG00000032905	ENSMUSG00000037174
ENSMUSG00000033126	ENSMUSG00000037174
ENSMUSG00000033220	ENSMUSG00000037174
ENSMUSG00000033799	ENSMUSG00000037174
ENSMUSG00000033916	ENSMUSG00000037174
ENSMUSG00000034152	ENSMUSG00000037174
ENSMUSG00000034560	ENSMUSG00000037174
ENSMUSG00000035152	ENSMUSG00000037174
ENSMUSG00000035364	ENSMUSG00000037174
ENSMUSG00000035683	ENSMUSG00000037174
ENSMUSG00000035781	ENSMUSG00000037174
ENSMUSG00000036398	ENSMUSG00000037174
ENSMUSG00000036850	ENSMUSG00000037174
ENSMUSG00000037656	ENSMUSG00000037174
ENSMUSG00000037669	ENSMUSG00000037174
ENSMUSG00000037971	ENSMUSG00000037174
ENSMUSG00000037982	ENSMUSG00000037174
ENSMUSG00000038069	ENSMUSG00000037174
ENSMUSG00000038206	ENSMUSG00000037174
ENSMUSG00000038506	ENSMUSG00000037174
ENSMUSG00000038534	ENSMUSG00000037174
ENSMUSG00000038736	ENSMUSG00000037174
ENSMUSG00000039005	ENSMUSG00000037174
ENSMUSG00000039456	ENSMUSG00000037174
ENSMUSG00000039615	ENSMUSG00000037174
ENSMUSG00000039686	ENSMUSG00000037174
ENSMUSG00000040018	ENSMUSG00000037174
ENSMUSG00000040374	ENSMUSG00000037174
ENSMUSG00000040383	ENSMUSG00000037174
ENSMUSG00000040822	ENSMUSG00000037174
ENSMUSG00000041798	ENSMUSG00000037174
ENSMUSG00000041837	ENSMUSG00000037174
ENSMUSG00000042111	ENSMUSG00000037174
ENSMUSG00000042472	ENSMUSG00000037174
ENSMUSG00000042747	ENSMUSG00000037174
ENSMUSG00000043289	ENSMUSG00000037174
ENSMUSG00000043964	ENSMUSG00000037174
ENSMUSG00000044306	ENSMUSG00000037174
ENSMUSG00000044991	ENSMUSG00000037174
ENSMUSG00000046330	ENSMUSG00000037174
ENSMUSG00000046441	ENSMUSG00000037174
ENSMUSG00000046826	ENSMUSG00000037174
ENSMUSG00000047098	ENSMUSG00000037174
ENSMUSG00000047721	ENSMUSG00000037174
ENSMUSG00000048222	ENSMUSG00000037174
ENSMUSG00000048379	ENSMUSG00000037174
ENSMUSG00000048484	ENSMUSG00000037174
ENSMUSG00000048603	ENSMUSG00000037174
ENSMUSG00000048796	ENSMUSG00000037174
ENSMUSG00000048965	ENSMUSG00000037174
ENSMUSG00000049008	ENSMUSG00000037174
ENSMUSG00000049103	ENSMUSG00000037174
ENSMUSG00000049106	ENSMUSG00000037174
ENSMUSG00000049305	ENSMUSG00000037174
ENSMUSG00000049739	ENSMUSG00000037174
ENSMUSG00000050189	ENSMUSG00000037174
ENSMUSG00000050565	ENSMUSG00000037174
ENSMUSG00000051036	ENSMUSG00000037174
ENSMUSG00000052428	ENSMUSG00000037174
ENSMUSG00000052707	ENSMUSG00000037174
ENSMUSG00000052997	ENSMUSG00000037174
ENSMUSG00000053353	ENSMUSG00000037174
ENSMUSG00000053838	ENSMUSG00000037174
ENSMUSG00000054312	ENSMUSG00000037174
ENSMUSG00000055319	ENSMUSG00000037174
ENSMUSG00000056131	ENSMUSG00000037174
ENSMUSG00000056737	ENSMUSG00000037174
ENSMUSG00000057234	ENSMUSG00000037174
ENSMUSG00000059291	ENSMUSG00000037174
ENSMUSG00000061518	ENSMUSG00000037174
ENSMUSG00000062619	ENSMUSG00000037174
ENSMUSG00000062939	ENSMUSG00000037174
ENSMUSG00000063019	ENSMUSG00000037174
ENSMUSG00000063410	ENSMUSG00000037174
ENSMUSG00000063904	ENSMUSG00000037174
ENSMUSG00000064030	ENSMUSG00000037174
ENSMUSG00000067722	ENSMUSG00000037174
ENSMUSG00000067847	ENSMUSG00000037174
ENSMUSG00000068479	ENSMUSG00000037174
ENSMUSG00000068924	ENSMUSG00000037174
ENSMUSG00000070568	ENSMUSG00000037174
ENSMUSG00000070883	ENSMUSG00000037174
ENSMUSG00000070900	ENSMUSG00000037174
ENSMUSG00000072763	ENSMUSG00000037174
ENSMUSG00000072809	ENSMUSG00000037174
ENSMUSG00000073471	ENSMUSG00000037174
ENSMUSG00000073702	ENSMUSG00000037174
ENSMUSG00000074075	ENSMUSG00000037174
ENSMUSG00000074136	ENSMUSG00000037174
ENSMUSG00000074807	ENSMUSG00000037174
ENSMUSG00000075271	ENSMUSG00000037174
ENSMUSG00000078652	ENSMUSG00000037174
ENSMUSG00000079020	ENSMUSG00000037174
ENSMUSG00000079242	ENSMUSG00000037174
ENSMUSG00000079254	ENSMUSG00000037174
ENSMUSG00000084957	ENSMUSG00000037174
ENSMUSG00000087366	ENSMUSG00000037174
ENSMUSG00000087478	ENSMUSG00000037174
ENSMUSG00000087497	ENSMUSG00000037174
ENSMUSG00000090551	ENSMUSG00000037174
ENSMUSG00000090862	ENSMUSG00000037174
ENSMUSG00000090946	ENSMUSG00000037174
ENSMUSG00000091993	ENSMUSG00000037174
ENSMUSG00000092124	ENSMUSG00000037174
ENSMUSG00000093242	ENSMUSG00000037174
ENSMUSG00000093938	ENSMUSG00000037174
ENSMUSG00000096923	ENSMUSG00000037174
ENSMUSG00000097101	ENSMUSG00000037174
ENSMUSG00000097185	ENSMUSG00000037174
ENSMUSG00000097241	ENSMUSG00000037174
ENSMUSG00000097309	ENSMUSG00000037174
ENSMUSG00000097487	ENSMUSG00000037174
ENSMUSG00000097706	ENSMUSG00000037174
ENSMUSG00000097882	ENSMUSG00000037174
ENSMUSG00000097933	ENSMUSG00000037174
ENSMUSG00000001247	ENSMUSG00000037174
ENSMUSG00000001632	ENSMUSG00000037174
ENSMUSG00000002345	ENSMUSG00000037174
ENSMUSG00000002346	ENSMUSG00000037174
ENSMUSG00000002608	ENSMUSG00000037174
ENSMUSG00000002885	ENSMUSG00000037174
ENSMUSG00000005410	ENSMUSG00000037174
ENSMUSG00000006378	ENSMUSG00000037174
ENSMUSG00000006498	ENSMUSG00000037174
ENSMUSG00000007837	ENSMUSG00000037174
ENSMUSG00000013662	ENSMUSG00000037174
ENSMUSG00000015880	ENSMUSG00000037174
ENSMUSG00000016528	ENSMUSG00000037174
ENSMUSG00000016940	ENSMUSG00000037174
ENSMUSG00000017631	ENSMUSG00000037174
ENSMUSG00000018501	ENSMUSG00000037174
ENSMUSG00000019302	ENSMUSG00000037174
ENSMUSG00000020078	ENSMUSG00000037174
ENSMUSG00000020361	ENSMUSG00000037174
ENSMUSG00000020485	ENSMUSG00000037174
ENSMUSG00000020823	ENSMUSG00000037174
ENSMUSG00000021549	ENSMUSG00000037174
ENSMUSG00000022841	ENSMUSG00000037174
ENSMUSG00000022965	ENSMUSG00000037174
ENSMUSG00000023845	ENSMUSG00000037174
ENSMUSG00000024219	ENSMUSG00000037174
ENSMUSG00000024556	ENSMUSG00000037174
ENSMUSG00000024900	ENSMUSG00000037174
ENSMUSG00000025066	ENSMUSG00000037174
ENSMUSG00000025178	ENSMUSG00000037174
ENSMUSG00000025486	ENSMUSG00000037174
ENSMUSG00000025578	ENSMUSG00000037174
ENSMUSG00000025730	ENSMUSG00000037174
ENSMUSG00000026572	ENSMUSG00000037174
ENSMUSG00000026589	ENSMUSG00000037174
ENSMUSG00000026812	ENSMUSG00000037174
ENSMUSG00000027339	ENSMUSG00000037174
ENSMUSG00000027487	ENSMUSG00000037174
ENSMUSG00000027500	ENSMUSG00000037174
ENSMUSG00000028581	ENSMUSG00000037174
ENSMUSG00000028771	ENSMUSG00000037174
ENSMUSG00000028868	ENSMUSG00000037174
ENSMUSG00000028927	ENSMUSG00000037174
ENSMUSG00000029030	ENSMUSG00000037174
ENSMUSG00000029060	ENSMUSG00000037174
ENSMUSG00000029674	ENSMUSG00000037174
ENSMUSG00000030323	ENSMUSG00000037174
ENSMUSG00000031010	ENSMUSG00000037174
ENSMUSG00000031078	ENSMUSG00000037174
ENSMUSG00000031358	ENSMUSG00000037174
ENSMUSG00000031389	ENSMUSG00000037174
ENSMUSG00000031557	ENSMUSG00000037174
ENSMUSG00000031605	ENSMUSG00000037174
ENSMUSG00000031834	ENSMUSG00000037174
ENSMUSG00000032440	ENSMUSG00000037174
ENSMUSG00000032946	ENSMUSG00000037174
ENSMUSG00000033102	ENSMUSG00000037174
ENSMUSG00000033768	ENSMUSG00000037174
ENSMUSG00000034075	ENSMUSG00000037174
ENSMUSG00000034663	ENSMUSG00000037174
ENSMUSG00000034911	ENSMUSG00000037174
ENSMUSG00000035212	ENSMUSG00000037174
ENSMUSG00000035914	ENSMUSG00000037174
ENSMUSG00000036550	ENSMUSG00000037174
ENSMUSG00000037375	ENSMUSG00000037174
ENSMUSG00000037400	ENSMUSG00000037174
ENSMUSG00000037997	ENSMUSG00000037174
ENSMUSG00000038485	ENSMUSG00000037174
ENSMUSG00000039680	ENSMUSG00000037174
ENSMUSG00000039989	ENSMUSG00000037174
ENSMUSG00000040189	ENSMUSG00000037174
ENSMUSG00000040929	ENSMUSG00000037174
ENSMUSG00000041132	ENSMUSG00000037174
ENSMUSG00000041297	ENSMUSG00000037174
ENSMUSG00000041609	ENSMUSG00000037174
ENSMUSG00000042644	ENSMUSG00000037174
ENSMUSG00000042784	ENSMUSG00000037174
ENSMUSG00000042978	ENSMUSG00000037174
ENSMUSG00000043241	ENSMUSG00000037174
ENSMUSG00000046179	ENSMUSG00000037174
ENSMUSG00000047126	ENSMUSG00000037174
ENSMUSG00000047227	ENSMUSG00000037174
ENSMUSG00000048701	ENSMUSG00000037174
ENSMUSG00000050029	ENSMUSG00000037174
ENSMUSG00000056145	ENSMUSG00000037174
ENSMUSG00000057191	ENSMUSG00000037174
ENSMUSG00000057897	ENSMUSG00000037174
ENSMUSG00000058135	ENSMUSG00000037174
ENSMUSG00000058267	ENSMUSG00000037174
ENSMUSG00000059022	ENSMUSG00000037174
ENSMUSG00000059248	ENSMUSG00000037174
ENSMUSG00000059439	ENSMUSG00000037174
ENSMUSG00000059482	ENSMUSG00000037174
ENSMUSG00000060512	ENSMUSG00000037174
ENSMUSG00000061589	ENSMUSG00000037174
ENSMUSG00000062115	ENSMUSG00000037174
ENSMUSG00000063320	ENSMUSG00000037174
ENSMUSG00000064741	ENSMUSG00000037174
ENSMUSG00000065611	ENSMUSG00000037174
ENSMUSG00000068206	ENSMUSG00000037174
ENSMUSG00000074277	ENSMUSG00000037174
ENSMUSG00000074743	ENSMUSG00000037174
ENSMUSG00000075415	ENSMUSG00000037174
ENSMUSG00000079853	ENSMUSG00000037174
ENSMUSG00000084866	ENSMUSG00000037174
ENSMUSG00000090698	ENSMUSG00000037174
ENSMUSG00000094977	ENSMUSG00000037174
ENSMUSG00000095098	ENSMUSG00000037174
ENSMUSG00000097193	ENSMUSG00000037174
ENSMUSG00000097586	ENSMUSG00000037174
ENSMUSG00000000001	ENSMUSG00000037174
ENSMUSG00000000194	ENSMUSG00000037174
ENSMUSG00000000301	ENSMUSG00000037174
ENSMUSG00000000378	ENSMUSG00000037174
ENSMUSG00000000568	ENSMUSG00000037174
ENSMUSG00000000838	ENSMUSG00000037174
ENSMUSG00000000976	ENSMUSG00000037174
ENSMUSG00000001029	ENSMUSG00000037174
ENSMUSG00000001056	ENSMUSG00000037174
ENSMUSG00000001158	ENSMUSG00000037174
ENSMUSG00000001211	ENSMUSG00000037174
ENSMUSG00000001376	ENSMUSG00000037174
ENSMUSG00000001436	ENSMUSG00000037174
ENSMUSG00000001674	ENSMUSG00000037174
ENSMUSG00000001767	ENSMUSG00000037174
ENSMUSG00000001855	ENSMUSG00000037174
ENSMUSG00000001942	ENSMUSG00000037174
ENSMUSG00000001998	ENSMUSG00000037174
ENSMUSG00000002015	ENSMUSG00000037174
ENSMUSG00000002108	ENSMUSG00000037174
ENSMUSG00000002307	ENSMUSG00000037174
ENSMUSG00000002319	ENSMUSG00000037174
ENSMUSG00000002496	ENSMUSG00000037174
ENSMUSG00000002550	ENSMUSG00000037174
ENSMUSG00000002728	ENSMUSG00000037174
ENSMUSG00000002833	ENSMUSG00000037174
ENSMUSG00000002845	ENSMUSG00000037174
ENSMUSG00000002949	ENSMUSG00000037174
ENSMUSG00000003033	ENSMUSG00000037174
ENSMUSG00000003131	ENSMUSG00000037174
ENSMUSG00000003200	ENSMUSG00000037174
ENSMUSG00000003363	ENSMUSG00000037174
ENSMUSG00000003526	ENSMUSG00000037174
ENSMUSG00000003541	ENSMUSG00000037174
ENSMUSG00000003752	ENSMUSG00000037174
ENSMUSG00000003808	ENSMUSG00000037174
ENSMUSG00000003970	ENSMUSG00000037174
ENSMUSG00000004096	ENSMUSG00000037174
ENSMUSG00000004221	ENSMUSG00000037174
ENSMUSG00000004266	ENSMUSG00000037174
ENSMUSG00000004268	ENSMUSG00000037174
ENSMUSG00000004356	ENSMUSG00000037174
ENSMUSG00000004500	ENSMUSG00000037174
ENSMUSG00000004661	ENSMUSG00000037174
ENSMUSG00000004771	ENSMUSG00000037174
ENSMUSG00000004788	ENSMUSG00000037174
ENSMUSG00000005034	ENSMUSG00000037174
ENSMUSG00000005103	ENSMUSG00000037174
ENSMUSG00000005142	ENSMUSG00000037174
ENSMUSG00000005262	ENSMUSG00000037174
ENSMUSG00000005354	ENSMUSG00000037174
ENSMUSG00000005506	ENSMUSG00000037174
ENSMUSG00000005510	ENSMUSG00000037174
ENSMUSG00000005615	ENSMUSG00000037174
ENSMUSG00000005779	ENSMUSG00000037174
ENSMUSG00000006058	ENSMUSG00000037174
ENSMUSG00000006335	ENSMUSG00000037174
ENSMUSG00000006471	ENSMUSG00000037174
ENSMUSG00000006599	ENSMUSG00000037174
ENSMUSG00000006784	ENSMUSG00000037174
ENSMUSG00000007411	ENSMUSG00000037174
ENSMUSG00000007415	ENSMUSG00000037174
ENSMUSG00000007458	ENSMUSG00000037174
ENSMUSG00000007570	ENSMUSG00000037174
ENSMUSG00000007617	ENSMUSG00000037174
ENSMUSG00000007812	ENSMUSG00000037174
ENSMUSG00000007892	ENSMUSG00000037174
ENSMUSG00000008333	ENSMUSG00000037174
ENSMUSG00000008429	ENSMUSG00000037174
ENSMUSG00000008668	ENSMUSG00000037174
ENSMUSG00000008683	ENSMUSG00000037174
ENSMUSG00000009090	ENSMUSG00000037174
ENSMUSG00000009092	ENSMUSG00000037174
ENSMUSG00000009640	ENSMUSG00000037174
ENSMUSG00000009863	ENSMUSG00000037174
ENSMUSG00000009907	ENSMUSG00000037174
ENSMUSG00000010290	ENSMUSG00000037174
ENSMUSG00000010609	ENSMUSG00000037174
ENSMUSG00000010755	ENSMUSG00000037174
ENSMUSG00000011114	ENSMUSG00000037174
ENSMUSG00000011831	ENSMUSG00000037174
ENSMUSG00000011958	ENSMUSG00000037174
ENSMUSG00000011960	ENSMUSG00000037174
ENSMUSG00000012535	ENSMUSG00000037174
ENSMUSG00000013158	ENSMUSG00000037174
ENSMUSG00000013562	ENSMUSG00000037174
ENSMUSG00000013593	ENSMUSG00000037174
ENSMUSG00000013736	ENSMUSG00000037174
ENSMUSG00000014039	ENSMUSG00000037174
ENSMUSG00000014074	ENSMUSG00000037174
ENSMUSG00000014402	ENSMUSG00000037174
ENSMUSG00000014498	ENSMUSG00000037174
ENSMUSG00000014504	ENSMUSG00000037174
ENSMUSG00000014606	ENSMUSG00000037174
ENSMUSG00000014763	ENSMUSG00000037174
ENSMUSG00000014767	ENSMUSG00000037174
ENSMUSG00000014771	ENSMUSG00000037174
ENSMUSG00000015289	ENSMUSG00000037174
ENSMUSG00000015341	ENSMUSG00000037174
ENSMUSG00000015747	ENSMUSG00000037174
ENSMUSG00000016495	ENSMUSG00000037174
ENSMUSG00000017195	ENSMUSG00000037174
ENSMUSG00000017288	ENSMUSG00000037174
ENSMUSG00000017299	ENSMUSG00000037174
ENSMUSG00000017386	ENSMUSG00000037174
ENSMUSG00000017652	ENSMUSG00000037174
ENSMUSG00000017664	ENSMUSG00000037174
ENSMUSG00000017679	ENSMUSG00000037174
ENSMUSG00000017686	ENSMUSG00000037174
ENSMUSG00000017721	ENSMUSG00000037174
ENSMUSG00000017831	ENSMUSG00000037174
ENSMUSG00000017999	ENSMUSG00000037174
ENSMUSG00000018068	ENSMUSG00000037174
ENSMUSG00000018171	ENSMUSG00000037174
ENSMUSG00000018405	ENSMUSG00000037174
ENSMUSG00000018446	ENSMUSG00000037174
ENSMUSG00000018501	ENSMUSG00000037174
ENSMUSG00000018572	ENSMUSG00000037174
ENSMUSG00000018585	ENSMUSG00000037174
ENSMUSG00000018678	ENSMUSG00000037174
ENSMUSG00000018761	ENSMUSG00000037174
ENSMUSG00000018841	ENSMUSG00000037174
ENSMUSG00000018848	ENSMUSG00000037174
ENSMUSG00000018858	ENSMUSG00000037174
ENSMUSG00000019188	ENSMUSG00000037174
ENSMUSG00000019877	ENSMUSG00000037174
ENSMUSG00000019883	ENSMUSG00000037174
ENSMUSG00000019948	ENSMUSG00000037174
ENSMUSG00000019969	ENSMUSG00000037174
ENSMUSG00000019984	ENSMUSG00000037174
ENSMUSG00000020003	ENSMUSG00000037174
ENSMUSG00000020075	ENSMUSG00000037174
ENSMUSG00000020077	ENSMUSG00000037174
ENSMUSG00000020100	ENSMUSG00000037174
ENSMUSG00000020133	ENSMUSG00000037174
ENSMUSG00000020152	ENSMUSG00000037174
ENSMUSG00000020170	ENSMUSG00000037174
ENSMUSG00000020189	ENSMUSG00000037174
ENSMUSG00000020224	ENSMUSG00000037174
ENSMUSG00000020346	ENSMUSG00000037174
ENSMUSG00000020455	ENSMUSG00000037174
ENSMUSG00000020471	ENSMUSG00000037174
ENSMUSG00000020472	ENSMUSG00000037174
ENSMUSG00000020476	ENSMUSG00000037174
ENSMUSG00000020477	ENSMUSG00000037174
ENSMUSG00000020491	ENSMUSG00000037174
ENSMUSG00000020522	ENSMUSG00000037174
ENSMUSG00000020628	ENSMUSG00000037174
ENSMUSG00000020717	ENSMUSG00000037174
ENSMUSG00000020718	ENSMUSG00000037174
ENSMUSG00000020792	ENSMUSG00000037174
ENSMUSG00000020801	ENSMUSG00000037174
ENSMUSG00000020876	ENSMUSG00000037174
ENSMUSG00000020893	ENSMUSG00000037174
ENSMUSG00000020962	ENSMUSG00000037174
ENSMUSG00000020986	ENSMUSG00000037174
ENSMUSG00000020993	ENSMUSG00000037174
ENSMUSG00000021028	ENSMUSG00000037174
ENSMUSG00000021131	ENSMUSG00000037174
ENSMUSG00000021134	ENSMUSG00000037174
ENSMUSG00000021147	ENSMUSG00000037174
ENSMUSG00000021177	ENSMUSG00000037174
ENSMUSG00000021185	ENSMUSG00000037174
ENSMUSG00000021213	ENSMUSG00000037174
ENSMUSG00000021235	ENSMUSG00000037174
ENSMUSG00000021254	ENSMUSG00000037174
ENSMUSG00000021266	ENSMUSG00000037174
ENSMUSG00000021271	ENSMUSG00000037174
ENSMUSG00000021311	ENSMUSG00000037174
ENSMUSG00000021327	ENSMUSG00000037174
ENSMUSG00000021408	ENSMUSG00000037174
ENSMUSG00000021431	ENSMUSG00000037174
ENSMUSG00000021510	ENSMUSG00000037174
ENSMUSG00000021548	ENSMUSG00000037174
ENSMUSG00000021549	ENSMUSG00000037174
ENSMUSG00000021598	ENSMUSG00000037174
ENSMUSG00000021621	ENSMUSG00000037174
ENSMUSG00000021635	ENSMUSG00000037174
ENSMUSG00000021645	ENSMUSG00000037174
ENSMUSG00000021681	ENSMUSG00000037174
ENSMUSG00000021713	ENSMUSG00000037174
ENSMUSG00000021764	ENSMUSG00000037174
ENSMUSG00000021767	ENSMUSG00000037174
ENSMUSG00000021775	ENSMUSG00000037174
ENSMUSG00000021810	ENSMUSG00000037174
ENSMUSG00000021819	ENSMUSG00000037174
ENSMUSG00000021890	ENSMUSG00000037174
ENSMUSG00000021911	ENSMUSG00000037174
ENSMUSG00000021917	ENSMUSG00000037174
ENSMUSG00000021951	ENSMUSG00000037174
ENSMUSG00000021982	ENSMUSG00000037174
ENSMUSG00000022051	ENSMUSG00000037174
ENSMUSG00000022089	ENSMUSG00000037174
ENSMUSG00000022142	ENSMUSG00000037174
ENSMUSG00000022185	ENSMUSG00000037174
ENSMUSG00000022205	ENSMUSG00000037174
ENSMUSG00000022221	ENSMUSG00000037174
ENSMUSG00000022248	ENSMUSG00000037174
ENSMUSG00000022295	ENSMUSG00000037174
ENSMUSG00000022299	ENSMUSG00000037174
ENSMUSG00000022313	ENSMUSG00000037174
ENSMUSG00000022365	ENSMUSG00000037174
ENSMUSG00000022369	ENSMUSG00000037174
ENSMUSG00000022385	ENSMUSG00000037174
ENSMUSG00000022404	ENSMUSG00000037174
ENSMUSG00000022422	ENSMUSG00000037174
ENSMUSG00000022488	ENSMUSG00000037174
ENSMUSG00000022519	ENSMUSG00000037174
ENSMUSG00000022538	ENSMUSG00000037174
ENSMUSG00000022559	ENSMUSG00000037174
ENSMUSG00000022565	ENSMUSG00000037174
ENSMUSG00000022568	ENSMUSG00000037174
ENSMUSG00000022570	ENSMUSG00000037174
ENSMUSG00000022601	ENSMUSG00000037174
ENSMUSG00000022617	ENSMUSG00000037174
ENSMUSG00000022671	ENSMUSG00000037174
ENSMUSG00000022674	ENSMUSG00000037174
ENSMUSG00000022682	ENSMUSG00000037174
ENSMUSG00000022684	ENSMUSG00000037174
ENSMUSG00000022704	ENSMUSG00000037174
ENSMUSG00000022706	ENSMUSG00000037174
ENSMUSG00000022757	ENSMUSG00000037174
ENSMUSG00000022831	ENSMUSG00000037174
ENSMUSG00000022881	ENSMUSG00000037174
ENSMUSG00000022889	ENSMUSG00000037174
ENSMUSG00000022890	ENSMUSG00000037174
ENSMUSG00000022911	ENSMUSG00000037174
ENSMUSG00000022972	ENSMUSG00000037174
ENSMUSG00000023025	ENSMUSG00000037174
ENSMUSG00000023286	ENSMUSG00000037174
ENSMUSG00000023572	ENSMUSG00000037174
ENSMUSG00000023806	ENSMUSG00000037174
ENSMUSG00000023905	ENSMUSG00000037174
ENSMUSG00000023947	ENSMUSG00000037174
ENSMUSG00000023966	ENSMUSG00000037174
ENSMUSG00000023973	ENSMUSG00000037174
ENSMUSG00000023977	ENSMUSG00000037174
ENSMUSG00000024048	ENSMUSG00000037174
ENSMUSG00000024052	ENSMUSG00000037174
ENSMUSG00000024054	ENSMUSG00000037174
ENSMUSG00000024118	ENSMUSG00000037174
ENSMUSG00000024135	ENSMUSG00000037174
ENSMUSG00000024137	ENSMUSG00000037174
ENSMUSG00000024146	ENSMUSG00000037174
ENSMUSG00000024163	ENSMUSG00000037174
ENSMUSG00000024182	ENSMUSG00000037174
ENSMUSG00000024188	ENSMUSG00000037174
ENSMUSG00000024217	ENSMUSG00000037174
ENSMUSG00000024219	ENSMUSG00000037174
ENSMUSG00000024259	ENSMUSG00000037174
ENSMUSG00000024273	ENSMUSG00000037174
ENSMUSG00000024309	ENSMUSG00000037174
ENSMUSG00000024357	ENSMUSG00000037174
ENSMUSG00000024404	ENSMUSG00000037174
ENSMUSG00000024423	ENSMUSG00000037174
ENSMUSG00000024477	ENSMUSG00000037174
ENSMUSG00000024516	ENSMUSG00000037174
ENSMUSG00000024580	ENSMUSG00000037174
ENSMUSG00000024622	ENSMUSG00000037174
ENSMUSG00000024683	ENSMUSG00000037174
ENSMUSG00000024780	ENSMUSG00000037174
ENSMUSG00000024792	ENSMUSG00000037174
ENSMUSG00000024805	ENSMUSG00000037174
ENSMUSG00000024844	ENSMUSG00000037174
ENSMUSG00000024853	ENSMUSG00000037174
ENSMUSG00000024911	ENSMUSG00000037174
ENSMUSG00000024914	ENSMUSG00000037174
ENSMUSG00000024993	ENSMUSG00000037174
ENSMUSG00000025024	ENSMUSG00000037174
ENSMUSG00000025130	ENSMUSG00000037174
ENSMUSG00000025135	ENSMUSG00000037174
ENSMUSG00000025139	ENSMUSG00000037174
ENSMUSG00000025142	ENSMUSG00000037174
ENSMUSG00000025156	ENSMUSG00000037174
ENSMUSG00000025188	ENSMUSG00000037174
ENSMUSG00000025199	ENSMUSG00000037174
ENSMUSG00000025208	ENSMUSG00000037174
ENSMUSG00000025220	ENSMUSG00000037174
ENSMUSG00000025413	ENSMUSG00000037174
ENSMUSG00000025421	ENSMUSG00000037174
ENSMUSG00000025423	ENSMUSG00000037174
ENSMUSG00000025507	ENSMUSG00000037174
ENSMUSG00000025591	ENSMUSG00000037174
ENSMUSG00000025602	ENSMUSG00000037174
ENSMUSG00000025612	ENSMUSG00000037174
ENSMUSG00000025647	ENSMUSG00000037174
ENSMUSG00000025724	ENSMUSG00000037174
ENSMUSG00000025733	ENSMUSG00000037174
ENSMUSG00000025737	ENSMUSG00000037174
ENSMUSG00000025747	ENSMUSG00000037174
ENSMUSG00000025979	ENSMUSG00000037174
ENSMUSG00000025980	ENSMUSG00000037174
ENSMUSG00000025995	ENSMUSG00000037174
ENSMUSG00000026020	ENSMUSG00000037174
ENSMUSG00000026048	ENSMUSG00000037174
ENSMUSG00000026088	ENSMUSG00000037174
ENSMUSG00000026135	ENSMUSG00000037174
ENSMUSG00000026201	ENSMUSG00000037174
ENSMUSG00000026209	ENSMUSG00000037174
ENSMUSG00000026273	ENSMUSG00000037174
ENSMUSG00000026289	ENSMUSG00000037174
ENSMUSG00000026383	ENSMUSG00000037174
ENSMUSG00000026427	ENSMUSG00000037174
ENSMUSG00000026436	ENSMUSG00000037174
ENSMUSG00000026439	ENSMUSG00000037174
ENSMUSG00000026480	ENSMUSG00000037174
ENSMUSG00000026516	ENSMUSG00000037174
ENSMUSG00000026634	ENSMUSG00000037174
ENSMUSG00000026707	ENSMUSG00000037174
ENSMUSG00000026740	ENSMUSG00000037174
ENSMUSG00000026755	ENSMUSG00000037174
ENSMUSG00000026767	ENSMUSG00000037174
ENSMUSG00000026781	ENSMUSG00000037174
ENSMUSG00000026784	ENSMUSG00000037174
ENSMUSG00000026799	ENSMUSG00000037174
ENSMUSG00000026809	ENSMUSG00000037174
ENSMUSG00000026843	ENSMUSG00000037174
ENSMUSG00000026848	ENSMUSG00000037174
ENSMUSG00000026896	ENSMUSG00000037174
ENSMUSG00000026914	ENSMUSG00000037174
ENSMUSG00000026999	ENSMUSG00000037174
ENSMUSG00000027007	ENSMUSG00000037174
ENSMUSG00000027018	ENSMUSG00000037174
ENSMUSG00000027099	ENSMUSG00000037174
ENSMUSG00000027162	ENSMUSG00000037174
ENSMUSG00000027166	ENSMUSG00000037174
ENSMUSG00000027170	ENSMUSG00000037174
