# Gene name	miRNA ID
ENSMUSG00000023307	mmu-miR-450b-5p
ENSMUSG00000023307	mmu-miR-542-3p
ENSMUSG00000023307	mmu-miR-669f-3p
ENSMUSG00000023328	mmu-miR-466k
ENSMUSG00000023328	mmu-miR-542-5p
ENSMUSG00000023328	mmu-miR-669f-3p
ENSMUSG00000023330	mmu-miR-434-5p
ENSMUSG00000023345	mmu-miR-188-5p
ENSMUSG00000023345	mmu-miR-362-5p
ENSMUSG00000023353	mmu-miR-362-3p
ENSMUSG00000023353	mmu-miR-362-5p
ENSMUSG00000023353	mmu-miR-450b-5p
ENSMUSG00000023353	mmu-miR-501-5p
ENSMUSG00000023353	mmu-miR-669f-3p
ENSMUSG00000023391	mmu-miR-3091-3p
ENSMUSG00000023391	mmu-miR-34b-5p
ENSMUSG00000023391	mmu-miR-450b-5p
ENSMUSG00000023393	mmu-miR-34b-5p
ENSMUSG00000023393	mmu-miR-362-5p
ENSMUSG00000023393	mmu-miR-466d-5p
ENSMUSG00000023393	mmu-miR-542-5p
ENSMUSG00000023456	mmu-miR-34b-5p
ENSMUSG00000023456	mmu-miR-450b-5p
ENSMUSG00000023456	mmu-miR-542-3p
ENSMUSG00000023460	mmu-miR-1187
ENSMUSG00000023460	mmu-miR-152-3p
ENSMUSG00000023460	mmu-miR-188-5p
ENSMUSG00000023460	mmu-miR-450b-5p
ENSMUSG00000023460	mmu-miR-532-3p
ENSMUSG00000023460	mmu-miR-93-5p
ENSMUSG00000023495	mmu-miR-188-3p
ENSMUSG00000023495	mmu-miR-532-3p
ENSMUSG00000023505	mmu-miR-342-3p
ENSMUSG00000023505	mmu-miR-669f-3p
ENSMUSG00000023755	mmu-miR-188-5p
ENSMUSG00000023755	mmu-miR-532-3p
ENSMUSG00000023781	mmu-miR-188-5p
ENSMUSG00000023781	mmu-miR-362-3p
ENSMUSG00000023800	mmu-miR-450b-5p
ENSMUSG00000023800	mmu-miR-669f-3p
ENSMUSG00000023805	mmu-miR-188-5p
ENSMUSG00000023809	mmu-miR-151-3p
ENSMUSG00000023809	mmu-miR-188-3p
ENSMUSG00000023809	mmu-miR-342-3p
ENSMUSG00000023809	mmu-miR-34b-5p
ENSMUSG00000023809	mmu-miR-362-3p
ENSMUSG00000023809	mmu-miR-450b-5p
ENSMUSG00000023809	mmu-miR-532-3p
ENSMUSG00000023809	mmu-miR-532-5p
ENSMUSG00000023809	mmu-miR-542-3p
ENSMUSG00000023809	mmu-miR-542-5p
ENSMUSG00000023827	mmu-miR-188-5p
ENSMUSG00000023827	mmu-miR-342-3p
ENSMUSG00000023827	mmu-miR-362-3p
ENSMUSG00000023827	mmu-miR-542-3p
ENSMUSG00000023830	mmu-miR-1187
ENSMUSG00000023830	mmu-miR-3091-3p
ENSMUSG00000023830	mmu-miR-466d-5p
ENSMUSG00000023830	mmu-miR-466k
ENSMUSG00000023830	mmu-miR-542-3p
ENSMUSG00000023830	mmu-miR-542-5p
ENSMUSG00000023830	mmu-miR-669f-3p
ENSMUSG00000023832	mmu-miR-342-3p
ENSMUSG00000023832	mmu-miR-363-5p
ENSMUSG00000023832	mmu-miR-532-5p
ENSMUSG00000023832	mmu-miR-542-3p
ENSMUSG00000023845	mmu-miR-342-3p
ENSMUSG00000023845	mmu-miR-409-3p
ENSMUSG00000023845	mmu-miR-450b-5p
ENSMUSG00000023845	mmu-miR-466d-5p
ENSMUSG00000023845	mmu-miR-501-5p
ENSMUSG00000023845	mmu-miR-542-3p
ENSMUSG00000023852	mmu-miR-107-3p
ENSMUSG00000023852	mmu-miR-152-3p
ENSMUSG00000023852	mmu-miR-188-3p
ENSMUSG00000023852	mmu-miR-188-5p
ENSMUSG00000023852	mmu-miR-200b-3p
ENSMUSG00000023852	mmu-miR-26a-5p
ENSMUSG00000023852	mmu-miR-32-3p
ENSMUSG00000023852	mmu-miR-342-3p
ENSMUSG00000023852	mmu-miR-34a-5p
ENSMUSG00000023852	mmu-miR-362-5p
ENSMUSG00000023852	mmu-miR-429-3p
ENSMUSG00000023852	mmu-miR-500-5p
ENSMUSG00000023852	mmu-miR-501-5p
ENSMUSG00000023852	mmu-miR-532-3p
ENSMUSG00000023852	mmu-miR-669f-3p
ENSMUSG00000023861	mmu-miR-34b-3p
ENSMUSG00000023861	mmu-miR-409-3p
ENSMUSG00000023904	mmu-miR-188-5p
ENSMUSG00000023904	mmu-miR-342-3p
ENSMUSG00000023904	mmu-miR-409-3p
ENSMUSG00000023904	mmu-miR-450b-5p
ENSMUSG00000023905	mmu-miR-542-5p
ENSMUSG00000023909	mmu-miR-188-5p
ENSMUSG00000023909	mmu-miR-342-3p
ENSMUSG00000023909	mmu-miR-532-3p
ENSMUSG00000023909	mmu-miR-542-3p
ENSMUSG00000023909	mmu-miR-542-5p
ENSMUSG00000023915	mmu-miR-151-3p
ENSMUSG00000023915	mmu-miR-34b-5p
ENSMUSG00000023915	mmu-miR-362-3p
ENSMUSG00000023915	mmu-miR-93-5p
ENSMUSG00000023919	mmu-miR-342-3p
ENSMUSG00000023921	mmu-miR-151-3p
ENSMUSG00000023921	mmu-miR-362-5p
ENSMUSG00000023921	mmu-miR-363-5p
ENSMUSG00000023921	mmu-miR-450b-5p
ENSMUSG00000023927	mmu-miR-1198-5p
ENSMUSG00000023927	mmu-miR-151-3p
ENSMUSG00000023927	mmu-miR-188-3p
ENSMUSG00000023927	mmu-miR-18b-3p
ENSMUSG00000023927	mmu-miR-20a-3p
ENSMUSG00000023927	mmu-miR-34a-5p
ENSMUSG00000023927	mmu-miR-34b-3p
ENSMUSG00000023927	mmu-miR-34b-5p
ENSMUSG00000023927	mmu-miR-363-5p
ENSMUSG00000023927	mmu-miR-381-3p
ENSMUSG00000023927	mmu-miR-450b-5p
ENSMUSG00000023927	mmu-miR-466n-3p
ENSMUSG00000023927	mmu-miR-532-5p
ENSMUSG00000023927	mmu-miR-542-3p
ENSMUSG00000023932	mmu-miR-34b-5p
ENSMUSG00000023938	mmu-miR-450b-5p
ENSMUSG00000023940	mmu-miR-151-3p
ENSMUSG00000023940	mmu-miR-188-5p
ENSMUSG00000023940	mmu-miR-3074-1-3p
ENSMUSG00000023940	mmu-miR-362-3p
ENSMUSG00000023940	mmu-miR-409-3p
ENSMUSG00000023940	mmu-miR-466n-3p
ENSMUSG00000023940	mmu-miR-532-5p
ENSMUSG00000023940	mmu-miR-542-3p
ENSMUSG00000023942	mmu-miR-34b-5p
ENSMUSG00000023942	mmu-miR-434-5p
ENSMUSG00000023944	mmu-miR-450b-5p
ENSMUSG00000023947	mmu-miR-466d-5p
ENSMUSG00000023947	mmu-miR-532-5p
ENSMUSG00000023947	mmu-miR-542-5p
ENSMUSG00000023951	mmu-miR-1187
ENSMUSG00000023951	mmu-miR-1198-5p
ENSMUSG00000023951	mmu-miR-15a-5p
ENSMUSG00000023951	mmu-miR-188-3p
ENSMUSG00000023951	mmu-miR-200b-3p
ENSMUSG00000023951	mmu-miR-342-3p
ENSMUSG00000023951	mmu-miR-34b-5p
ENSMUSG00000023951	mmu-miR-410-3p
ENSMUSG00000023951	mmu-miR-429-3p
ENSMUSG00000023951	mmu-miR-450b-5p
ENSMUSG00000023951	mmu-miR-466d-5p
ENSMUSG00000023951	mmu-miR-466n-3p
ENSMUSG00000023951	mmu-miR-532-3p
ENSMUSG00000023951	mmu-miR-669f-3p
ENSMUSG00000023951	mmu-miR-93-5p
ENSMUSG00000023952	mmu-miR-1187
ENSMUSG00000023952	mmu-miR-1198-5p
ENSMUSG00000023952	mmu-miR-34b-3p
ENSMUSG00000023952	mmu-miR-466d-5p
ENSMUSG00000023952	mmu-miR-466n-3p
ENSMUSG00000023952	mmu-miR-669f-3p
ENSMUSG00000023959	mmu-miR-151-3p
ENSMUSG00000023959	mmu-miR-188-3p
ENSMUSG00000023959	mmu-miR-188-5p
ENSMUSG00000023959	mmu-miR-3091-3p
ENSMUSG00000023959	mmu-miR-34b-5p
ENSMUSG00000023959	mmu-miR-362-5p
ENSMUSG00000023959	mmu-miR-363-5p
ENSMUSG00000023959	mmu-miR-450b-5p
ENSMUSG00000023959	mmu-miR-466n-3p
ENSMUSG00000023959	mmu-miR-501-5p
ENSMUSG00000023959	mmu-miR-532-3p
ENSMUSG00000023959	mmu-miR-542-3p
ENSMUSG00000023959	mmu-miR-542-5p
ENSMUSG00000023959	mmu-miR-669f-3p
ENSMUSG00000023961	mmu-miR-1187
ENSMUSG00000023961	mmu-miR-151-3p
ENSMUSG00000023961	mmu-miR-188-5p
ENSMUSG00000023961	mmu-miR-34b-5p
ENSMUSG00000023961	mmu-miR-362-3p
ENSMUSG00000023961	mmu-miR-363-5p
ENSMUSG00000023961	mmu-miR-409-3p
ENSMUSG00000023961	mmu-miR-434-5p
ENSMUSG00000023961	mmu-miR-450b-5p
ENSMUSG00000023961	mmu-miR-532-5p
ENSMUSG00000023961	mmu-miR-542-3p
ENSMUSG00000023961	mmu-miR-542-5p
ENSMUSG00000023965	mmu-miR-1198-5p
ENSMUSG00000023965	mmu-miR-151-3p
ENSMUSG00000023965	mmu-miR-188-3p
ENSMUSG00000023965	mmu-miR-3074-1-3p
ENSMUSG00000023965	mmu-miR-342-3p
ENSMUSG00000023965	mmu-miR-34b-3p
ENSMUSG00000023965	mmu-miR-362-3p
ENSMUSG00000023965	mmu-miR-362-5p
ENSMUSG00000023965	mmu-miR-363-5p
ENSMUSG00000023965	mmu-miR-409-3p
ENSMUSG00000023965	mmu-miR-450b-5p
ENSMUSG00000023965	mmu-miR-466n-3p
ENSMUSG00000023965	mmu-miR-532-3p
ENSMUSG00000023965	mmu-miR-532-5p
ENSMUSG00000023965	mmu-miR-542-3p
ENSMUSG00000023965	mmu-miR-669f-3p
ENSMUSG00000023971	mmu-miR-188-3p
ENSMUSG00000023971	mmu-miR-532-5p
ENSMUSG00000023971	mmu-miR-542-3p
ENSMUSG00000023973	mmu-miR-450b-5p
ENSMUSG00000023973	mmu-miR-466d-5p
ENSMUSG00000023973	mmu-miR-501-5p
ENSMUSG00000023973	mmu-miR-532-3p
ENSMUSG00000023977	mmu-miR-151-3p
ENSMUSG00000023977	mmu-miR-188-5p
ENSMUSG00000023977	mmu-miR-34b-3p
ENSMUSG00000023977	mmu-miR-409-3p
ENSMUSG00000023977	mmu-miR-450b-5p
ENSMUSG00000023977	mmu-miR-501-5p
ENSMUSG00000023979	mmu-miR-151-3p
ENSMUSG00000023979	mmu-miR-342-3p
ENSMUSG00000023979	mmu-miR-362-5p
ENSMUSG00000023979	mmu-miR-501-5p
ENSMUSG00000023979	mmu-miR-532-3p
ENSMUSG00000023979	mmu-miR-542-3p
ENSMUSG00000023980	mmu-miR-34b-3p
ENSMUSG00000023980	mmu-miR-363-5p
ENSMUSG00000023980	mmu-miR-434-5p
ENSMUSG00000023980	mmu-miR-532-3p
ENSMUSG00000023982	mmu-miR-409-3p
ENSMUSG00000023988	mmu-miR-188-3p
ENSMUSG00000023988	mmu-miR-3091-3p
ENSMUSG00000023988	mmu-miR-409-3p
ENSMUSG00000023988	mmu-miR-450b-5p
ENSMUSG00000023988	mmu-miR-466d-5p
ENSMUSG00000023988	mmu-miR-532-3p
ENSMUSG00000023988	mmu-miR-542-3p
ENSMUSG00000023988	mmu-miR-669f-3p
ENSMUSG00000023991	mmu-miR-188-5p
ENSMUSG00000023991	mmu-miR-532-5p
ENSMUSG00000023991	mmu-miR-542-5p
ENSMUSG00000024002	mmu-miR-1198-5p
ENSMUSG00000024002	mmu-miR-34b-5p
ENSMUSG00000024002	mmu-miR-450b-5p
ENSMUSG00000024002	mmu-miR-466d-5p
ENSMUSG00000024002	mmu-miR-466k
ENSMUSG00000024002	mmu-miR-542-5p
ENSMUSG00000024006	mmu-miR-188-5p
ENSMUSG00000024006	mmu-miR-339-3p
ENSMUSG00000024006	mmu-miR-34b-3p
ENSMUSG00000024006	mmu-miR-34b-5p
ENSMUSG00000024006	mmu-miR-409-3p
ENSMUSG00000024006	mmu-miR-466d-5p
ENSMUSG00000024006	mmu-miR-532-3p
ENSMUSG00000024006	mmu-miR-532-5p
ENSMUSG00000024006	mmu-miR-542-3p
ENSMUSG00000024006	mmu-miR-542-5p
ENSMUSG00000024006	mmu-miR-93-5p
ENSMUSG00000024007	mmu-miR-188-5p
ENSMUSG00000024008	mmu-miR-1187
ENSMUSG00000024008	mmu-miR-1198-5p
ENSMUSG00000024008	mmu-miR-151-3p
ENSMUSG00000024008	mmu-miR-188-3p
ENSMUSG00000024008	mmu-miR-188-5p
ENSMUSG00000024008	mmu-miR-34b-3p
ENSMUSG00000024008	mmu-miR-362-5p
ENSMUSG00000024008	mmu-miR-363-5p
ENSMUSG00000024008	mmu-miR-466d-5p
ENSMUSG00000024008	mmu-miR-466k
ENSMUSG00000024008	mmu-miR-501-3p
ENSMUSG00000024008	mmu-miR-501-5p
ENSMUSG00000024008	mmu-miR-532-5p
ENSMUSG00000024008	mmu-miR-542-3p
ENSMUSG00000024008	mmu-miR-542-5p
ENSMUSG00000024012	mmu-miR-342-3p
ENSMUSG00000024013	mmu-miR-3091-3p
ENSMUSG00000024014	mmu-miR-151-3p
ENSMUSG00000024014	mmu-miR-188-3p
ENSMUSG00000024014	mmu-miR-450b-5p
ENSMUSG00000024014	mmu-miR-532-3p
ENSMUSG00000024014	mmu-miR-542-3p
ENSMUSG00000024018	mmu-miR-1187
ENSMUSG00000024018	mmu-miR-1198-5p
ENSMUSG00000024018	mmu-miR-188-3p
ENSMUSG00000024018	mmu-miR-188-5p
ENSMUSG00000024018	mmu-miR-34b-3p
ENSMUSG00000024018	mmu-miR-34b-5p
ENSMUSG00000024018	mmu-miR-362-5p
ENSMUSG00000024018	mmu-miR-450b-5p
ENSMUSG00000024018	mmu-miR-466d-5p
ENSMUSG00000024018	mmu-miR-501-5p
ENSMUSG00000024018	mmu-miR-532-5p
ENSMUSG00000024018	mmu-miR-542-3p
ENSMUSG00000024019	mmu-miR-34b-5p
ENSMUSG00000024019	mmu-miR-363-5p
ENSMUSG00000024019	mmu-miR-542-3p
ENSMUSG00000024026	mmu-miR-1198-5p
ENSMUSG00000024026	mmu-miR-151-3p
ENSMUSG00000024026	mmu-miR-188-5p
ENSMUSG00000024026	mmu-miR-34b-5p
ENSMUSG00000024026	mmu-miR-466n-3p
ENSMUSG00000024030	mmu-miR-188-3p
ENSMUSG00000024030	mmu-miR-188-5p
ENSMUSG00000024030	mmu-miR-3091-3p
ENSMUSG00000024030	mmu-miR-34b-5p
ENSMUSG00000024030	mmu-miR-362-3p
ENSMUSG00000024030	mmu-miR-362-5p
ENSMUSG00000024030	mmu-miR-363-5p
ENSMUSG00000024030	mmu-miR-450b-5p
ENSMUSG00000024030	mmu-miR-466d-5p
ENSMUSG00000024030	mmu-miR-501-5p
ENSMUSG00000024030	mmu-miR-532-3p
ENSMUSG00000024030	mmu-miR-542-5p
ENSMUSG00000024038	mmu-miR-342-3p
ENSMUSG00000024042	mmu-miR-130b-3p
ENSMUSG00000024042	mmu-miR-152-3p
ENSMUSG00000024042	mmu-miR-15a-5p
ENSMUSG00000024042	mmu-miR-342-3p
ENSMUSG00000024042	mmu-miR-34b-5p
ENSMUSG00000024042	mmu-miR-362-3p
ENSMUSG00000024042	mmu-miR-362-5p
ENSMUSG00000024042	mmu-miR-363-3p
ENSMUSG00000024042	mmu-miR-532-3p
ENSMUSG00000024042	mmu-miR-542-3p
ENSMUSG00000024042	mmu-miR-93-5p
ENSMUSG00000024045	mmu-miR-188-3p
ENSMUSG00000024045	mmu-miR-188-5p
ENSMUSG00000024045	mmu-miR-34b-5p
ENSMUSG00000024045	mmu-miR-362-3p
ENSMUSG00000024045	mmu-miR-362-5p
ENSMUSG00000024045	mmu-miR-363-5p
ENSMUSG00000024045	mmu-miR-450b-5p
ENSMUSG00000024045	mmu-miR-466d-5p
ENSMUSG00000024045	mmu-miR-466k
ENSMUSG00000024045	mmu-miR-532-5p
ENSMUSG00000024048	mmu-miR-450b-5p
ENSMUSG00000024048	mmu-miR-542-3p
ENSMUSG00000024049	mmu-miR-409-3p
ENSMUSG00000024049	mmu-miR-501-5p
ENSMUSG00000024049	mmu-miR-532-5p
ENSMUSG00000024050	mmu-miR-1187
ENSMUSG00000024050	mmu-miR-363-5p
ENSMUSG00000024050	mmu-miR-450b-5p
ENSMUSG00000024050	mmu-miR-466d-5p
ENSMUSG00000024050	mmu-miR-466k
ENSMUSG00000024050	mmu-miR-466n-3p
ENSMUSG00000024050	mmu-miR-501-3p
ENSMUSG00000024052	mmu-miR-151-3p
ENSMUSG00000024052	mmu-miR-34b-5p
ENSMUSG00000024052	mmu-miR-450b-5p
ENSMUSG00000024052	mmu-miR-532-3p
ENSMUSG00000024052	mmu-miR-542-3p
ENSMUSG00000024054	mmu-miR-188-5p
ENSMUSG00000024063	mmu-miR-151-3p
ENSMUSG00000024063	mmu-miR-188-3p
ENSMUSG00000024063	mmu-miR-188-5p
ENSMUSG00000024063	mmu-miR-342-3p
ENSMUSG00000024063	mmu-miR-409-3p
ENSMUSG00000024063	mmu-miR-532-3p
ENSMUSG00000024063	mmu-miR-542-3p
ENSMUSG00000024063	mmu-miR-669f-3p
ENSMUSG00000024064	mmu-miR-1187
ENSMUSG00000024064	mmu-miR-466d-5p
ENSMUSG00000024064	mmu-miR-466k
ENSMUSG00000024064	mmu-miR-501-3p
ENSMUSG00000024064	mmu-miR-542-3p
ENSMUSG00000024067	mmu-miR-450b-5p
ENSMUSG00000024068	mmu-miR-188-5p
ENSMUSG00000024068	mmu-miR-342-3p
ENSMUSG00000024068	mmu-miR-363-5p
ENSMUSG00000024068	mmu-miR-409-3p
ENSMUSG00000024069	mmu-miR-151-3p
ENSMUSG00000024070	mmu-miR-188-3p
ENSMUSG00000024070	mmu-miR-342-3p
ENSMUSG00000024070	mmu-miR-34b-3p
ENSMUSG00000024070	mmu-miR-34b-5p
ENSMUSG00000024070	mmu-miR-450b-5p
ENSMUSG00000024070	mmu-miR-466n-3p
ENSMUSG00000024070	mmu-miR-542-3p
ENSMUSG00000024072	mmu-miR-188-5p
ENSMUSG00000024072	mmu-miR-363-3p
ENSMUSG00000024073	mmu-miR-151-3p
ENSMUSG00000024073	mmu-miR-20a-3p
ENSMUSG00000024073	mmu-miR-342-3p
ENSMUSG00000024073	mmu-miR-381-3p
ENSMUSG00000024073	mmu-miR-450b-5p
ENSMUSG00000024073	mmu-miR-466n-3p
ENSMUSG00000024073	mmu-miR-532-3p
ENSMUSG00000024073	mmu-miR-532-5p
ENSMUSG00000024073	mmu-miR-677-5p
ENSMUSG00000024077	mmu-miR-34b-3p
ENSMUSG00000024077	mmu-miR-363-5p
ENSMUSG00000024077	mmu-miR-450b-5p
ENSMUSG00000024077	mmu-miR-532-5p
ENSMUSG00000024077	mmu-miR-542-3p
ENSMUSG00000024079	mmu-miR-1187
ENSMUSG00000024079	mmu-miR-151-3p
ENSMUSG00000024079	mmu-miR-188-3p
ENSMUSG00000024079	mmu-miR-188-5p
ENSMUSG00000024079	mmu-miR-3074-1-3p
ENSMUSG00000024079	mmu-miR-342-3p
ENSMUSG00000024079	mmu-miR-34b-3p
ENSMUSG00000024079	mmu-miR-362-5p
ENSMUSG00000024079	mmu-miR-450a-5p
ENSMUSG00000024079	mmu-miR-450b-5p
ENSMUSG00000024079	mmu-miR-466d-5p
ENSMUSG00000024079	mmu-miR-466n-3p
ENSMUSG00000024079	mmu-miR-501-5p
ENSMUSG00000024079	mmu-miR-532-3p
ENSMUSG00000024079	mmu-miR-542-3p
ENSMUSG00000024081	mmu-miR-3074-1-3p
ENSMUSG00000024081	mmu-miR-342-3p
ENSMUSG00000024081	mmu-miR-669f-3p
ENSMUSG00000024081	mmu-miR-93-3p
ENSMUSG00000024083	mmu-miR-151-3p
ENSMUSG00000024083	mmu-miR-188-3p
ENSMUSG00000024083	mmu-miR-34b-5p
ENSMUSG00000024083	mmu-miR-409-3p
ENSMUSG00000024083	mmu-miR-450b-5p
ENSMUSG00000024083	mmu-miR-466d-5p
ENSMUSG00000024085	mmu-miR-1187
ENSMUSG00000024085	mmu-miR-1198-5p
ENSMUSG00000024085	mmu-miR-151-3p
ENSMUSG00000024085	mmu-miR-26a-5p
ENSMUSG00000024085	mmu-miR-3074-1-3p
ENSMUSG00000024085	mmu-miR-342-3p
ENSMUSG00000024085	mmu-miR-34b-3p
ENSMUSG00000024085	mmu-miR-362-5p
ENSMUSG00000024085	mmu-miR-363-3p
ENSMUSG00000024085	mmu-miR-450b-5p
ENSMUSG00000024085	mmu-miR-501-3p
ENSMUSG00000024099	mmu-miR-450b-5p
ENSMUSG00000024104	mmu-miR-3074-1-3p
ENSMUSG00000024109	mmu-miR-10a-3p
ENSMUSG00000024109	mmu-miR-151-3p
ENSMUSG00000024109	mmu-miR-19b-1-5p
ENSMUSG00000024109	mmu-miR-342-3p
ENSMUSG00000024109	mmu-miR-362-3p
ENSMUSG00000024109	mmu-miR-381-3p
ENSMUSG00000024109	mmu-miR-409-3p
ENSMUSG00000024109	mmu-miR-410-3p
ENSMUSG00000024109	mmu-miR-450b-5p
ENSMUSG00000024109	mmu-miR-466d-5p
ENSMUSG00000024109	mmu-miR-542-3p
ENSMUSG00000024109	mmu-miR-542-5p
ENSMUSG00000024118	mmu-miR-151-3p
ENSMUSG00000024118	mmu-miR-188-3p
ENSMUSG00000024118	mmu-miR-188-5p
ENSMUSG00000024118	mmu-miR-339-3p
ENSMUSG00000024118	mmu-miR-34b-3p
ENSMUSG00000024118	mmu-miR-362-3p
ENSMUSG00000024118	mmu-miR-362-5p
ENSMUSG00000024118	mmu-miR-532-3p
ENSMUSG00000024120	mmu-miR-669f-3p
ENSMUSG00000024122	mmu-miR-151-3p
ENSMUSG00000024122	mmu-miR-188-3p
ENSMUSG00000024122	mmu-miR-342-3p
ENSMUSG00000024122	mmu-miR-34b-3p
ENSMUSG00000024122	mmu-miR-34b-5p
ENSMUSG00000024122	mmu-miR-362-3p
ENSMUSG00000024122	mmu-miR-362-5p
ENSMUSG00000024122	mmu-miR-363-5p
ENSMUSG00000024122	mmu-miR-409-3p
ENSMUSG00000024122	mmu-miR-410-3p
ENSMUSG00000024122	mmu-miR-450b-5p
ENSMUSG00000024122	mmu-miR-501-3p
ENSMUSG00000024122	mmu-miR-501-5p
ENSMUSG00000024122	mmu-miR-532-3p
ENSMUSG00000024122	mmu-miR-542-3p
ENSMUSG00000024122	mmu-miR-674-3p
ENSMUSG00000024122	mmu-miR-872-3p
ENSMUSG00000024130	mmu-miR-188-3p
ENSMUSG00000024130	mmu-miR-34b-5p
ENSMUSG00000024130	mmu-miR-362-5p
ENSMUSG00000024130	mmu-miR-501-5p
ENSMUSG00000024132	mmu-miR-151-3p
ENSMUSG00000024132	mmu-miR-362-5p
ENSMUSG00000024136	mmu-miR-1198-5p
ENSMUSG00000024142	mmu-miR-151-3p
ENSMUSG00000024142	mmu-miR-188-3p
ENSMUSG00000024142	mmu-miR-188-5p
ENSMUSG00000024142	mmu-miR-3074-1-3p
ENSMUSG00000024142	mmu-miR-3091-3p
ENSMUSG00000024142	mmu-miR-362-3p
ENSMUSG00000024142	mmu-miR-363-5p
ENSMUSG00000024142	mmu-miR-434-5p
ENSMUSG00000024142	mmu-miR-450b-5p
ENSMUSG00000024142	mmu-miR-542-5p
ENSMUSG00000024146	mmu-miR-151-3p
ENSMUSG00000024146	mmu-miR-409-3p
ENSMUSG00000024146	mmu-miR-450b-5p
ENSMUSG00000024146	mmu-miR-532-5p
ENSMUSG00000024146	mmu-miR-542-3p
ENSMUSG00000024146	mmu-miR-542-5p
ENSMUSG00000024150	mmu-miR-151-3p
ENSMUSG00000024150	mmu-miR-3091-3p
ENSMUSG00000024150	mmu-miR-342-3p
ENSMUSG00000024150	mmu-miR-34b-5p
ENSMUSG00000024150	mmu-miR-362-3p
ENSMUSG00000024150	mmu-miR-450b-5p
ENSMUSG00000024150	mmu-miR-532-5p
ENSMUSG00000024150	mmu-miR-542-5p
ENSMUSG00000024151	mmu-miR-34b-3p
ENSMUSG00000024151	mmu-miR-409-3p
ENSMUSG00000024158	mmu-miR-151-3p
ENSMUSG00000024160	mmu-miR-34b-5p
ENSMUSG00000024160	mmu-miR-450b-5p
ENSMUSG00000024163	mmu-miR-151-3p
ENSMUSG00000024163	mmu-miR-188-3p
ENSMUSG00000024163	mmu-miR-188-5p
ENSMUSG00000024163	mmu-miR-532-3p
ENSMUSG00000024165	mmu-miR-1198-5p
ENSMUSG00000024165	mmu-miR-188-3p
ENSMUSG00000024165	mmu-miR-188-5p
ENSMUSG00000024165	mmu-miR-342-3p
ENSMUSG00000024165	mmu-miR-450b-5p
ENSMUSG00000024165	mmu-miR-466d-5p
ENSMUSG00000024165	mmu-miR-466k
ENSMUSG00000024165	mmu-miR-466n-3p
ENSMUSG00000024165	mmu-miR-501-3p
ENSMUSG00000024165	mmu-miR-532-3p
ENSMUSG00000024169	mmu-miR-450b-5p
ENSMUSG00000024177	mmu-miR-151-3p
ENSMUSG00000024177	mmu-miR-34b-5p
ENSMUSG00000024180	mmu-miR-151-3p
ENSMUSG00000024180	mmu-miR-188-5p
ENSMUSG00000024180	mmu-miR-363-5p
ENSMUSG00000024180	mmu-miR-532-3p
ENSMUSG00000024180	mmu-miR-532-5p
ENSMUSG00000024180	mmu-miR-669f-3p
ENSMUSG00000024181	mmu-miR-151-3p
ENSMUSG00000024182	mmu-miR-151-3p
ENSMUSG00000024182	mmu-miR-188-5p
ENSMUSG00000024182	mmu-miR-3091-3p
ENSMUSG00000024182	mmu-miR-34b-5p
ENSMUSG00000024182	mmu-miR-532-3p
ENSMUSG00000024186	mmu-miR-188-3p
ENSMUSG00000024186	mmu-miR-363-5p
ENSMUSG00000024187	mmu-miR-188-5p
ENSMUSG00000024187	mmu-miR-34b-5p
ENSMUSG00000024187	mmu-miR-532-3p
ENSMUSG00000024188	mmu-miR-1187
ENSMUSG00000024188	mmu-miR-1198-5p
ENSMUSG00000024188	mmu-miR-151-3p
ENSMUSG00000024188	mmu-miR-188-3p
ENSMUSG00000024188	mmu-miR-342-3p
ENSMUSG00000024188	mmu-miR-34b-3p
ENSMUSG00000024188	mmu-miR-362-3p
ENSMUSG00000024188	mmu-miR-362-5p
ENSMUSG00000024188	mmu-miR-450b-5p
ENSMUSG00000024188	mmu-miR-501-5p
ENSMUSG00000024188	mmu-miR-532-3p
ENSMUSG00000024188	mmu-miR-542-3p
ENSMUSG00000024188	mmu-miR-542-5p
ENSMUSG00000024190	mmu-miR-152-3p
ENSMUSG00000024190	mmu-miR-188-3p
ENSMUSG00000024190	mmu-miR-18a-3p
ENSMUSG00000024190	mmu-miR-200b-3p
ENSMUSG00000024190	mmu-miR-32-3p
ENSMUSG00000024190	mmu-miR-429-3p
ENSMUSG00000024190	mmu-miR-532-3p
ENSMUSG00000024191	mmu-miR-188-5p
ENSMUSG00000024191	mmu-miR-362-3p
ENSMUSG00000024201	mmu-miR-1187
ENSMUSG00000024201	mmu-miR-151-3p
ENSMUSG00000024201	mmu-miR-188-3p
ENSMUSG00000024201	mmu-miR-3091-3p
ENSMUSG00000024201	mmu-miR-450b-5p
ENSMUSG00000024206	mmu-miR-362-5p
ENSMUSG00000024206	mmu-miR-450b-5p
ENSMUSG00000024206	mmu-miR-501-5p
ENSMUSG00000024213	mmu-miR-188-3p
ENSMUSG00000024213	mmu-miR-342-3p
ENSMUSG00000024213	mmu-miR-542-3p
ENSMUSG00000024219	mmu-miR-1198-5p
ENSMUSG00000024219	mmu-miR-188-3p
ENSMUSG00000024219	mmu-miR-26a-5p
ENSMUSG00000024219	mmu-miR-3091-3p
ENSMUSG00000024219	mmu-miR-339-3p
ENSMUSG00000024219	mmu-miR-34b-5p
