# Gene name	miRNA ID
ENSMUSG00000063952	mmu-miR-542-5p
ENSMUSG00000063953	mmu-miR-151-3p
ENSMUSG00000063953	mmu-miR-188-3p
ENSMUSG00000063953	mmu-miR-34b-3p
ENSMUSG00000063953	mmu-miR-363-3p
ENSMUSG00000063953	mmu-miR-450a-5p
ENSMUSG00000063953	mmu-miR-466d-5p
ENSMUSG00000063972	mmu-miR-10a-5p
ENSMUSG00000063972	mmu-miR-155-3p
ENSMUSG00000063972	mmu-miR-188-3p
ENSMUSG00000063972	mmu-miR-188-5p
ENSMUSG00000063972	mmu-miR-20a-3p
ENSMUSG00000063972	mmu-miR-3091-3p
ENSMUSG00000063972	mmu-miR-34b-5p
ENSMUSG00000063972	mmu-miR-409-3p
ENSMUSG00000063972	mmu-miR-450b-5p
ENSMUSG00000063972	mmu-miR-532-3p
ENSMUSG00000064037	mmu-miR-362-5p
ENSMUSG00000064037	mmu-miR-363-5p
ENSMUSG00000064037	mmu-miR-542-3p
ENSMUSG00000064061	mmu-miR-3074-1-3p
ENSMUSG00000064061	mmu-miR-342-3p
ENSMUSG00000064061	mmu-miR-362-3p
ENSMUSG00000064061	mmu-miR-409-3p
ENSMUSG00000064061	mmu-miR-450b-5p
ENSMUSG00000064061	mmu-miR-466d-5p
ENSMUSG00000064061	mmu-miR-532-3p
ENSMUSG00000064061	mmu-miR-669f-3p
ENSMUSG00000064065	mmu-miR-1198-5p
ENSMUSG00000064065	mmu-miR-188-5p
ENSMUSG00000064065	mmu-miR-3074-1-3p
ENSMUSG00000064065	mmu-miR-342-3p
ENSMUSG00000064065	mmu-miR-362-5p
ENSMUSG00000064065	mmu-miR-450b-5p
ENSMUSG00000064065	mmu-miR-466d-5p
ENSMUSG00000064065	mmu-miR-466n-3p
ENSMUSG00000064065	mmu-miR-501-5p
ENSMUSG00000064065	mmu-miR-532-3p
ENSMUSG00000064065	mmu-miR-532-5p
ENSMUSG00000064065	mmu-miR-542-3p
ENSMUSG00000064065	mmu-miR-669f-3p
ENSMUSG00000064105	mmu-miR-188-5p
ENSMUSG00000064105	mmu-miR-542-5p
ENSMUSG00000064109	mmu-miR-188-3p
ENSMUSG00000064120	mmu-miR-1187
ENSMUSG00000064120	mmu-miR-188-5p
ENSMUSG00000064120	mmu-miR-34b-3p
ENSMUSG00000064120	mmu-miR-466d-5p
ENSMUSG00000064120	mmu-miR-466k
ENSMUSG00000064125	mmu-miR-1198-5p
ENSMUSG00000064125	mmu-miR-466k
ENSMUSG00000064125	mmu-miR-542-5p
ENSMUSG00000064127	mmu-miR-1187
ENSMUSG00000064127	mmu-miR-1198-5p
ENSMUSG00000064127	mmu-miR-342-3p
ENSMUSG00000064127	mmu-miR-34b-3p
ENSMUSG00000064127	mmu-miR-362-5p
ENSMUSG00000064127	mmu-miR-381-3p
ENSMUSG00000064127	mmu-miR-409-3p
ENSMUSG00000064127	mmu-miR-466n-3p
ENSMUSG00000064127	mmu-miR-669f-3p
ENSMUSG00000064127	mmu-miR-674-3p
ENSMUSG00000064128	mmu-miR-188-3p
ENSMUSG00000064138	mmu-miR-339-3p
ENSMUSG00000064138	mmu-miR-342-3p
ENSMUSG00000064138	mmu-miR-466k
ENSMUSG00000064138	mmu-miR-542-3p
ENSMUSG00000064145	mmu-miR-151-3p
ENSMUSG00000064145	mmu-miR-200b-3p
ENSMUSG00000064145	mmu-miR-339-3p
ENSMUSG00000064145	mmu-miR-34b-5p
ENSMUSG00000064145	mmu-miR-362-3p
ENSMUSG00000064145	mmu-miR-363-5p
ENSMUSG00000064145	mmu-miR-429-3p
ENSMUSG00000064145	mmu-miR-450b-5p
ENSMUSG00000064145	mmu-miR-501-5p
ENSMUSG00000064145	mmu-miR-532-5p
ENSMUSG00000064145	mmu-miR-542-5p
ENSMUSG00000064147	mmu-miR-34b-5p
ENSMUSG00000064147	mmu-miR-466d-5p
ENSMUSG00000064147	mmu-miR-532-5p
ENSMUSG00000064210	mmu-miR-188-3p
ENSMUSG00000064210	mmu-miR-188-5p
ENSMUSG00000064210	mmu-miR-363-5p
ENSMUSG00000064210	mmu-miR-501-5p
ENSMUSG00000064210	mmu-miR-532-3p
ENSMUSG00000064210	mmu-miR-542-5p
ENSMUSG00000064210	mmu-miR-669f-3p
ENSMUSG00000064254	mmu-miR-188-5p
ENSMUSG00000064262	mmu-miR-188-5p
ENSMUSG00000064262	mmu-miR-3074-1-3p
ENSMUSG00000064262	mmu-miR-362-3p
ENSMUSG00000064262	mmu-miR-501-5p
ENSMUSG00000064262	mmu-miR-669f-3p
ENSMUSG00000064267	mmu-miR-188-5p
ENSMUSG00000064267	mmu-miR-34b-5p
ENSMUSG00000064267	mmu-miR-362-5p
ENSMUSG00000064267	mmu-miR-450b-5p
ENSMUSG00000064267	mmu-miR-532-3p
ENSMUSG00000064267	mmu-miR-542-5p
ENSMUSG00000064284	mmu-miR-188-3p
ENSMUSG00000064284	mmu-miR-362-5p
ENSMUSG00000064284	mmu-miR-501-5p
ENSMUSG00000064284	mmu-miR-542-5p
ENSMUSG00000064289	mmu-miR-342-3p
ENSMUSG00000064289	mmu-miR-409-3p
ENSMUSG00000064302	mmu-miR-1187
ENSMUSG00000064302	mmu-miR-151-3p
ENSMUSG00000064302	mmu-miR-188-3p
ENSMUSG00000064302	mmu-miR-188-5p
ENSMUSG00000064302	mmu-miR-200b-3p
ENSMUSG00000064302	mmu-miR-339-3p
ENSMUSG00000064302	mmu-miR-342-3p
ENSMUSG00000064302	mmu-miR-34b-5p
ENSMUSG00000064302	mmu-miR-363-5p
ENSMUSG00000064302	mmu-miR-429-3p
ENSMUSG00000064302	mmu-miR-450b-5p
ENSMUSG00000064302	mmu-miR-466d-5p
ENSMUSG00000064302	mmu-miR-501-3p
ENSMUSG00000064302	mmu-miR-542-3p
ENSMUSG00000064302	mmu-miR-542-5p
ENSMUSG00000064373	mmu-miR-151-3p
ENSMUSG00000064373	mmu-miR-466n-3p
ENSMUSG00000064373	mmu-miR-532-5p
ENSMUSG00000065952	mmu-miR-151-3p
ENSMUSG00000065952	mmu-miR-450b-5p
ENSMUSG00000065952	mmu-miR-466d-5p
ENSMUSG00000065952	mmu-miR-466k
ENSMUSG00000065979	mmu-miR-1198-5p
ENSMUSG00000065979	mmu-miR-188-3p
ENSMUSG00000065979	mmu-miR-342-3p
ENSMUSG00000065979	mmu-miR-34b-5p
ENSMUSG00000065979	mmu-miR-362-5p
ENSMUSG00000065979	mmu-miR-363-5p
ENSMUSG00000065979	mmu-miR-466n-3p
ENSMUSG00000065979	mmu-miR-501-5p
ENSMUSG00000065979	mmu-miR-532-5p
ENSMUSG00000066000	mmu-miR-188-3p
ENSMUSG00000066000	mmu-miR-450b-5p
ENSMUSG00000066000	mmu-miR-501-3p
ENSMUSG00000066000	mmu-miR-542-3p
ENSMUSG00000066000	mmu-miR-669f-3p
ENSMUSG00000066026	mmu-miR-151-3p
ENSMUSG00000066026	mmu-miR-188-3p
ENSMUSG00000066026	mmu-miR-532-3p
ENSMUSG00000066037	mmu-miR-19b-1-5p
ENSMUSG00000066037	mmu-miR-200a-5p
ENSMUSG00000066037	mmu-miR-381-3p
ENSMUSG00000066037	mmu-miR-450b-5p
ENSMUSG00000066037	mmu-miR-501-3p
ENSMUSG00000066037	mmu-miR-669f-3p
ENSMUSG00000066042	mmu-miR-3074-1-3p
ENSMUSG00000066042	mmu-miR-342-3p
ENSMUSG00000066042	mmu-miR-363-5p
ENSMUSG00000066043	mmu-miR-151-3p
ENSMUSG00000066043	mmu-miR-188-3p
ENSMUSG00000066043	mmu-miR-188-5p
ENSMUSG00000066043	mmu-miR-342-3p
ENSMUSG00000066043	mmu-miR-34b-5p
ENSMUSG00000066043	mmu-miR-362-5p
ENSMUSG00000066043	mmu-miR-363-5p
ENSMUSG00000066043	mmu-miR-466n-3p
ENSMUSG00000066043	mmu-miR-532-3p
ENSMUSG00000066043	mmu-miR-669f-3p
ENSMUSG00000066148	mmu-miR-1187
ENSMUSG00000066148	mmu-miR-1198-5p
ENSMUSG00000066148	mmu-miR-151-3p
ENSMUSG00000066148	mmu-miR-188-3p
ENSMUSG00000066148	mmu-miR-342-3p
ENSMUSG00000066148	mmu-miR-34b-5p
ENSMUSG00000066148	mmu-miR-362-3p
ENSMUSG00000066148	mmu-miR-450b-5p
ENSMUSG00000066148	mmu-miR-466d-5p
ENSMUSG00000066148	mmu-miR-466k
ENSMUSG00000066148	mmu-miR-501-3p
ENSMUSG00000066148	mmu-miR-501-5p
ENSMUSG00000066148	mmu-miR-542-3p
ENSMUSG00000066148	mmu-miR-669f-3p
ENSMUSG00000066150	mmu-miR-1187
ENSMUSG00000066150	mmu-miR-1198-5p
ENSMUSG00000066150	mmu-miR-151-3p
ENSMUSG00000066150	mmu-miR-188-3p
ENSMUSG00000066150	mmu-miR-3091-3p
ENSMUSG00000066150	mmu-miR-342-3p
ENSMUSG00000066150	mmu-miR-34b-3p
ENSMUSG00000066150	mmu-miR-34b-5p
ENSMUSG00000066150	mmu-miR-362-3p
ENSMUSG00000066150	mmu-miR-409-3p
ENSMUSG00000066150	mmu-miR-450b-5p
ENSMUSG00000066150	mmu-miR-466d-5p
ENSMUSG00000066150	mmu-miR-466k
ENSMUSG00000066150	mmu-miR-466n-3p
ENSMUSG00000066150	mmu-miR-501-5p
ENSMUSG00000066150	mmu-miR-542-3p
ENSMUSG00000066151	mmu-miR-3091-3p
ENSMUSG00000066151	mmu-miR-466n-3p
ENSMUSG00000066152	mmu-miR-151-3p
ENSMUSG00000066152	mmu-miR-188-3p
ENSMUSG00000066152	mmu-miR-450b-5p
ENSMUSG00000066152	mmu-miR-466d-5p
ENSMUSG00000066152	mmu-miR-532-3p
ENSMUSG00000066258	mmu-miR-1187
ENSMUSG00000066258	mmu-miR-532-3p
ENSMUSG00000066258	mmu-miR-542-3p
ENSMUSG00000066278	mmu-miR-339-3p
ENSMUSG00000066278	mmu-miR-342-3p
ENSMUSG00000066278	mmu-miR-34b-5p
ENSMUSG00000066278	mmu-miR-450b-5p
ENSMUSG00000066278	mmu-miR-466d-5p
ENSMUSG00000066306	mmu-miR-151-3p
ENSMUSG00000066324	mmu-miR-151-3p
ENSMUSG00000066324	mmu-miR-3074-1-3p
ENSMUSG00000066324	mmu-miR-342-3p
ENSMUSG00000066324	mmu-miR-34b-3p
ENSMUSG00000066324	mmu-miR-409-3p
ENSMUSG00000066324	mmu-miR-450b-5p
ENSMUSG00000066324	mmu-miR-466n-3p
ENSMUSG00000066324	mmu-miR-501-3p
ENSMUSG00000066324	mmu-miR-501-5p
ENSMUSG00000066324	mmu-miR-669f-3p
ENSMUSG00000066357	mmu-miR-339-3p
ENSMUSG00000066357	mmu-miR-34b-5p
ENSMUSG00000066357	mmu-miR-450b-5p
ENSMUSG00000066406	mmu-miR-1187
ENSMUSG00000066406	mmu-miR-188-3p
ENSMUSG00000066406	mmu-miR-3091-3p
ENSMUSG00000066406	mmu-miR-342-3p
ENSMUSG00000066406	mmu-miR-363-5p
ENSMUSG00000066406	mmu-miR-466n-3p
ENSMUSG00000066406	mmu-miR-542-3p
ENSMUSG00000066406	mmu-miR-542-5p
ENSMUSG00000066415	mmu-miR-22-3p
ENSMUSG00000066415	mmu-miR-3074-1-3p
ENSMUSG00000066415	mmu-miR-34b-5p
ENSMUSG00000066415	mmu-miR-381-3p
ENSMUSG00000066415	mmu-miR-466n-3p
ENSMUSG00000066415	mmu-miR-669f-3p
ENSMUSG00000066442	mmu-miR-466n-3p
ENSMUSG00000066442	mmu-miR-669f-3p
ENSMUSG00000066456	mmu-miR-450b-5p
ENSMUSG00000066551	mmu-miR-151-3p
ENSMUSG00000066551	mmu-miR-342-3p
ENSMUSG00000066551	mmu-miR-450b-5p
ENSMUSG00000066551	mmu-miR-542-3p
ENSMUSG00000066568	mmu-miR-107-3p
ENSMUSG00000066568	mmu-miR-188-5p
ENSMUSG00000066568	mmu-miR-362-5p
ENSMUSG00000066568	mmu-miR-381-3p
ENSMUSG00000066568	mmu-miR-409-3p
ENSMUSG00000066568	mmu-miR-410-3p
ENSMUSG00000066568	mmu-miR-466d-5p
ENSMUSG00000066568	mmu-miR-501-5p
ENSMUSG00000066568	mmu-miR-542-3p
ENSMUSG00000066568	mmu-miR-674-3p
ENSMUSG00000066571	mmu-miR-1187
ENSMUSG00000066571	mmu-miR-1198-5p
ENSMUSG00000066571	mmu-miR-188-3p
ENSMUSG00000066571	mmu-miR-188-5p
ENSMUSG00000066571	mmu-miR-200b-3p
ENSMUSG00000066571	mmu-miR-342-3p
ENSMUSG00000066571	mmu-miR-34b-3p
ENSMUSG00000066571	mmu-miR-34b-5p
ENSMUSG00000066571	mmu-miR-410-3p
ENSMUSG00000066571	mmu-miR-429-3p
ENSMUSG00000066571	mmu-miR-466d-5p
ENSMUSG00000066571	mmu-miR-466k
ENSMUSG00000066571	mmu-miR-466n-3p
ENSMUSG00000066571	mmu-miR-532-3p
ENSMUSG00000066571	mmu-miR-532-5p
ENSMUSG00000066571	mmu-miR-542-3p
ENSMUSG00000066595	mmu-miR-1198-5p
ENSMUSG00000066595	mmu-miR-188-3p
ENSMUSG00000066595	mmu-miR-188-5p
ENSMUSG00000066595	mmu-miR-342-3p
ENSMUSG00000066595	mmu-miR-34b-5p
ENSMUSG00000066595	mmu-miR-409-3p
ENSMUSG00000066595	mmu-miR-450b-5p
ENSMUSG00000066595	mmu-miR-466k
ENSMUSG00000066595	mmu-miR-542-3p
ENSMUSG00000066613	mmu-miR-542-3p
ENSMUSG00000066621	mmu-miR-362-5p
ENSMUSG00000066621	mmu-miR-450b-5p
ENSMUSG00000066621	mmu-miR-542-3p
ENSMUSG00000066640	mmu-miR-542-3p
ENSMUSG00000066647	mmu-miR-362-3p
ENSMUSG00000066647	mmu-miR-450b-5p
ENSMUSG00000066647	mmu-miR-466n-3p
ENSMUSG00000066647	mmu-miR-532-3p
ENSMUSG00000066647	mmu-miR-532-5p
ENSMUSG00000066721	mmu-miR-151-3p
ENSMUSG00000066721	mmu-miR-188-3p
ENSMUSG00000066721	mmu-miR-342-3p
ENSMUSG00000066721	mmu-miR-362-5p
ENSMUSG00000066721	mmu-miR-450b-5p
ENSMUSG00000066721	mmu-miR-466d-5p
ENSMUSG00000066721	mmu-miR-532-5p
ENSMUSG00000066721	mmu-miR-542-5p
ENSMUSG00000066735	mmu-miR-320-3p
ENSMUSG00000066735	mmu-miR-362-5p
ENSMUSG00000066735	mmu-miR-450b-5p
ENSMUSG00000066735	mmu-miR-501-5p
ENSMUSG00000066760	mmu-miR-3074-1-3p
ENSMUSG00000066760	mmu-miR-34b-3p
ENSMUSG00000066760	mmu-miR-450b-5p
ENSMUSG00000066798	mmu-miR-188-3p
ENSMUSG00000066798	mmu-miR-409-3p
ENSMUSG00000066798	mmu-miR-450b-5p
ENSMUSG00000066798	mmu-miR-532-3p
ENSMUSG00000066798	mmu-miR-669f-3p
ENSMUSG00000066800	mmu-miR-501-5p
ENSMUSG00000066800	mmu-miR-532-3p
ENSMUSG00000066800	mmu-miR-532-5p
ENSMUSG00000066800	mmu-miR-542-3p
ENSMUSG00000066829	mmu-miR-151-3p
ENSMUSG00000066829	mmu-miR-342-3p
ENSMUSG00000066829	mmu-miR-409-3p
ENSMUSG00000066829	mmu-miR-466d-5p
ENSMUSG00000066829	mmu-miR-542-3p
ENSMUSG00000066838	mmu-miR-151-3p
ENSMUSG00000066838	mmu-miR-188-3p
ENSMUSG00000066838	mmu-miR-362-5p
ENSMUSG00000066838	mmu-miR-363-3p
ENSMUSG00000066838	mmu-miR-501-5p
ENSMUSG00000066838	mmu-miR-532-3p
ENSMUSG00000066838	mmu-miR-542-5p
ENSMUSG00000066850	mmu-miR-3074-1-3p
ENSMUSG00000066850	mmu-miR-542-5p
ENSMUSG00000066880	mmu-miR-151-3p
ENSMUSG00000066880	mmu-miR-188-5p
ENSMUSG00000066880	mmu-miR-669f-3p
ENSMUSG00000066892	mmu-miR-1187
ENSMUSG00000066892	mmu-miR-362-3p
ENSMUSG00000066892	mmu-miR-532-5p
ENSMUSG00000066900	mmu-miR-188-3p
ENSMUSG00000066900	mmu-miR-339-3p
ENSMUSG00000066900	mmu-miR-34b-5p
ENSMUSG00000066900	mmu-miR-362-5p
ENSMUSG00000066900	mmu-miR-542-3p
ENSMUSG00000066979	mmu-miR-188-3p
ENSMUSG00000066979	mmu-miR-542-5p
ENSMUSG00000067071	mmu-miR-151-3p
ENSMUSG00000067071	mmu-miR-342-3p
ENSMUSG00000067071	mmu-miR-466d-5p
ENSMUSG00000067148	mmu-miR-1187
ENSMUSG00000067148	mmu-miR-34b-5p
ENSMUSG00000067194	mmu-miR-339-3p
ENSMUSG00000067206	mmu-miR-188-3p
ENSMUSG00000067206	mmu-miR-542-3p
ENSMUSG00000067235	mmu-miR-532-3p
ENSMUSG00000067336	mmu-miR-151-3p
ENSMUSG00000067336	mmu-miR-20a-3p
ENSMUSG00000067336	mmu-miR-34a-3p
ENSMUSG00000067336	mmu-miR-361-5p
ENSMUSG00000067336	mmu-miR-93-5p
ENSMUSG00000067365	mmu-miR-34b-5p
ENSMUSG00000067365	mmu-miR-409-3p
ENSMUSG00000067365	mmu-miR-542-3p
ENSMUSG00000067365	mmu-miR-669f-3p
ENSMUSG00000067369	mmu-miR-1187
ENSMUSG00000067369	mmu-miR-1198-5p
ENSMUSG00000067369	mmu-miR-188-3p
ENSMUSG00000067369	mmu-miR-342-3p
ENSMUSG00000067369	mmu-miR-34b-5p
ENSMUSG00000067369	mmu-miR-450b-5p
ENSMUSG00000067369	mmu-miR-466d-5p
ENSMUSG00000067369	mmu-miR-466k
ENSMUSG00000067369	mmu-miR-532-5p
ENSMUSG00000067369	mmu-miR-669f-3p
ENSMUSG00000067370	mmu-miR-188-5p
ENSMUSG00000067370	mmu-miR-501-5p
ENSMUSG00000067424	mmu-miR-1187
ENSMUSG00000067424	mmu-miR-1198-5p
ENSMUSG00000067424	mmu-miR-151-3p
ENSMUSG00000067424	mmu-miR-188-3p
ENSMUSG00000067424	mmu-miR-188-5p
ENSMUSG00000067424	mmu-miR-3074-1-3p
ENSMUSG00000067424	mmu-miR-339-3p
ENSMUSG00000067424	mmu-miR-342-3p
ENSMUSG00000067424	mmu-miR-34b-5p
ENSMUSG00000067424	mmu-miR-362-5p
ENSMUSG00000067424	mmu-miR-363-5p
ENSMUSG00000067424	mmu-miR-450b-5p
ENSMUSG00000067424	mmu-miR-466d-5p
ENSMUSG00000067424	mmu-miR-466n-3p
ENSMUSG00000067424	mmu-miR-501-3p
ENSMUSG00000067424	mmu-miR-532-3p
ENSMUSG00000067424	mmu-miR-532-5p
ENSMUSG00000067424	mmu-miR-542-3p
ENSMUSG00000067424	mmu-miR-669f-3p
ENSMUSG00000067430	mmu-miR-1198-5p
ENSMUSG00000067430	mmu-miR-151-3p
ENSMUSG00000067430	mmu-miR-188-5p
ENSMUSG00000067430	mmu-miR-3074-1-3p
ENSMUSG00000067430	mmu-miR-342-3p
ENSMUSG00000067430	mmu-miR-409-3p
ENSMUSG00000067430	mmu-miR-466d-5p
ENSMUSG00000067430	mmu-miR-466k
ENSMUSG00000067430	mmu-miR-466n-3p
ENSMUSG00000067430	mmu-miR-542-5p
ENSMUSG00000067430	mmu-miR-669f-3p
ENSMUSG00000067567	mmu-miR-188-3p
ENSMUSG00000067567	mmu-miR-450b-5p
ENSMUSG00000067653	mmu-miR-188-3p
ENSMUSG00000067653	mmu-miR-532-5p
ENSMUSG00000067722	mmu-miR-1198-5p
ENSMUSG00000067722	mmu-miR-151-3p
ENSMUSG00000067722	mmu-miR-188-5p
ENSMUSG00000067722	mmu-miR-339-3p
ENSMUSG00000067722	mmu-miR-450b-5p
ENSMUSG00000067722	mmu-miR-542-3p
ENSMUSG00000067787	mmu-miR-188-3p
ENSMUSG00000067787	mmu-miR-362-3p
ENSMUSG00000067787	mmu-miR-532-3p
ENSMUSG00000067787	mmu-miR-532-5p
ENSMUSG00000067787	mmu-miR-542-3p
ENSMUSG00000067787	mmu-miR-542-5p
ENSMUSG00000067787	mmu-miR-669f-3p
ENSMUSG00000067825	mmu-miR-3074-1-3p
ENSMUSG00000067825	mmu-miR-342-3p
ENSMUSG00000067825	mmu-miR-34b-5p
ENSMUSG00000067825	mmu-miR-362-5p
ENSMUSG00000067825	mmu-miR-466d-5p
ENSMUSG00000067825	mmu-miR-501-5p
ENSMUSG00000067825	mmu-miR-542-3p
ENSMUSG00000067825	mmu-miR-542-5p
ENSMUSG00000067847	mmu-miR-363-3p
ENSMUSG00000067851	mmu-miR-342-3p
ENSMUSG00000067851	mmu-miR-34b-3p
ENSMUSG00000067851	mmu-miR-362-5p
ENSMUSG00000067851	mmu-miR-450b-5p
ENSMUSG00000067851	mmu-miR-466n-3p
ENSMUSG00000067851	mmu-miR-501-5p
ENSMUSG00000067851	mmu-miR-532-3p
ENSMUSG00000067851	mmu-miR-542-3p
ENSMUSG00000067851	mmu-miR-669f-3p
ENSMUSG00000067873	mmu-miR-450b-5p
ENSMUSG00000067873	mmu-miR-542-3p
ENSMUSG00000067916	mmu-miR-1198-5p
ENSMUSG00000067916	mmu-miR-409-3p
ENSMUSG00000067928	mmu-miR-151-3p
ENSMUSG00000067928	mmu-miR-342-3p
ENSMUSG00000067928	mmu-miR-450b-5p
ENSMUSG00000067928	mmu-miR-466d-5p
ENSMUSG00000067928	mmu-miR-542-3p
ENSMUSG00000067928	mmu-miR-542-5p
ENSMUSG00000067942	mmu-miR-188-3p
ENSMUSG00000067942	mmu-miR-188-5p
ENSMUSG00000067942	mmu-miR-342-3p
ENSMUSG00000067942	mmu-miR-34b-5p
ENSMUSG00000067942	mmu-miR-363-5p
ENSMUSG00000067942	mmu-miR-409-3p
ENSMUSG00000067942	mmu-miR-450b-5p
ENSMUSG00000067942	mmu-miR-501-5p
ENSMUSG00000067942	mmu-miR-532-3p
ENSMUSG00000067995	mmu-miR-342-3p
ENSMUSG00000067995	mmu-miR-532-3p
ENSMUSG00000068015	mmu-miR-152-3p
ENSMUSG00000068015	mmu-miR-188-3p
ENSMUSG00000068015	mmu-miR-188-5p
ENSMUSG00000068015	mmu-miR-22-3p
ENSMUSG00000068015	mmu-miR-26a-5p
ENSMUSG00000068015	mmu-miR-32-3p
ENSMUSG00000068015	mmu-miR-34b-3p
ENSMUSG00000068015	mmu-miR-34b-5p
ENSMUSG00000068015	mmu-miR-362-5p
ENSMUSG00000068015	mmu-miR-363-3p
ENSMUSG00000068015	mmu-miR-363-5p
ENSMUSG00000068015	mmu-miR-450b-5p
ENSMUSG00000068015	mmu-miR-466d-5p
ENSMUSG00000068015	mmu-miR-466n-3p
ENSMUSG00000068015	mmu-miR-501-5p
ENSMUSG00000068015	mmu-miR-669f-3p
ENSMUSG00000068015	mmu-miR-93-5p
ENSMUSG00000068036	mmu-miR-151-3p
ENSMUSG00000068036	mmu-miR-188-3p
ENSMUSG00000068036	mmu-miR-34b-5p
ENSMUSG00000068036	mmu-miR-450b-5p
ENSMUSG00000068036	mmu-miR-501-5p
ENSMUSG00000068036	mmu-miR-532-3p
ENSMUSG00000068036	mmu-miR-542-3p
ENSMUSG00000068039	mmu-miR-1187
ENSMUSG00000068039	mmu-miR-151-3p
ENSMUSG00000068039	mmu-miR-450b-5p
ENSMUSG00000068040	mmu-miR-151-3p
ENSMUSG00000068040	mmu-miR-188-5p
ENSMUSG00000068040	mmu-miR-501-5p
ENSMUSG00000068040	mmu-miR-542-5p
ENSMUSG00000068101	mmu-miR-3091-3p
ENSMUSG00000068101	mmu-miR-363-5p
ENSMUSG00000068101	mmu-miR-466d-5p
ENSMUSG00000068101	mmu-miR-466k
ENSMUSG00000068114	mmu-miR-151-3p
ENSMUSG00000068114	mmu-miR-34b-5p
ENSMUSG00000068114	mmu-miR-363-5p
ENSMUSG00000068114	mmu-miR-450b-5p
ENSMUSG00000068114	mmu-miR-542-3p
ENSMUSG00000068115	mmu-miR-188-3p
ENSMUSG00000068115	mmu-miR-188-5p
ENSMUSG00000068115	mmu-miR-450b-5p
ENSMUSG00000068115	mmu-miR-532-3p
ENSMUSG00000068115	mmu-miR-542-3p
ENSMUSG00000068129	mmu-miR-188-3p
ENSMUSG00000068129	mmu-miR-532-3p
ENSMUSG00000068134	mmu-miR-1187
ENSMUSG00000068134	mmu-miR-1198-5p
ENSMUSG00000068134	mmu-miR-188-3p
ENSMUSG00000068134	mmu-miR-3074-1-3p
ENSMUSG00000068134	mmu-miR-34b-5p
ENSMUSG00000068134	mmu-miR-362-3p
ENSMUSG00000068134	mmu-miR-409-3p
ENSMUSG00000068134	mmu-miR-450b-5p
ENSMUSG00000068134	mmu-miR-466d-5p
ENSMUSG00000068134	mmu-miR-466k
ENSMUSG00000068134	mmu-miR-501-3p
ENSMUSG00000068134	mmu-miR-501-5p
ENSMUSG00000068134	mmu-miR-532-3p
ENSMUSG00000068134	mmu-miR-532-5p
ENSMUSG00000068134	mmu-miR-542-5p
ENSMUSG00000068154	mmu-miR-450b-5p
ENSMUSG00000068154	mmu-miR-466n-3p
ENSMUSG00000068154	mmu-miR-532-3p
ENSMUSG00000068154	mmu-miR-669f-3p
ENSMUSG00000068206	mmu-miR-532-3p
ENSMUSG00000068206	mmu-miR-532-5p
ENSMUSG00000068220	mmu-miR-532-3p
ENSMUSG00000068245	mmu-miR-362-5p
ENSMUSG00000068245	mmu-miR-466d-5p
ENSMUSG00000068245	mmu-miR-466n-3p
ENSMUSG00000068245	mmu-miR-501-5p
ENSMUSG00000068245	mmu-miR-669f-3p
ENSMUSG00000068250	mmu-miR-409-3p
ENSMUSG00000068264	mmu-miR-362-5p
ENSMUSG00000068267	mmu-miR-188-3p
ENSMUSG00000068267	mmu-miR-3091-3p
ENSMUSG00000068267	mmu-miR-363-5p
ENSMUSG00000068267	mmu-miR-532-3p
ENSMUSG00000068284	mmu-miR-151-3p
ENSMUSG00000068284	mmu-miR-188-3p
ENSMUSG00000068284	mmu-miR-3074-1-3p
ENSMUSG00000068284	mmu-miR-362-3p
ENSMUSG00000068284	mmu-miR-362-5p
ENSMUSG00000068284	mmu-miR-363-5p
ENSMUSG00000068284	mmu-miR-381-3p
ENSMUSG00000068284	mmu-miR-409-3p
ENSMUSG00000068284	mmu-miR-450b-5p
ENSMUSG00000068284	mmu-miR-466k
ENSMUSG00000068284	mmu-miR-466n-3p
ENSMUSG00000068284	mmu-miR-501-5p
ENSMUSG00000068284	mmu-miR-532-3p
ENSMUSG00000068284	mmu-miR-542-3p
ENSMUSG00000068284	mmu-miR-542-5p
ENSMUSG00000068284	mmu-miR-669f-3p
ENSMUSG00000068299	mmu-miR-1198-5p
ENSMUSG00000068299	mmu-miR-3074-1-3p
ENSMUSG00000068299	mmu-miR-34b-5p
ENSMUSG00000068299	mmu-miR-450b-5p
ENSMUSG00000068299	mmu-miR-466d-5p
ENSMUSG00000068299	mmu-miR-466k
ENSMUSG00000068299	mmu-miR-466n-3p
ENSMUSG00000068299	mmu-miR-532-3p
ENSMUSG00000068299	mmu-miR-532-5p
ENSMUSG00000068299	mmu-miR-669f-3p
ENSMUSG00000068329	mmu-miR-1198-5p
ENSMUSG00000068335	mmu-miR-188-5p
ENSMUSG00000068335	mmu-miR-532-3p
ENSMUSG00000068391	mmu-miR-466d-5p
ENSMUSG00000068391	mmu-miR-466k
ENSMUSG00000068391	mmu-miR-532-3p
ENSMUSG00000068394	mmu-miR-34b-5p
ENSMUSG00000068457	mmu-miR-1187
ENSMUSG00000068457	mmu-miR-1198-5p
ENSMUSG00000068457	mmu-miR-466n-3p
ENSMUSG00000068457	mmu-miR-532-3p
ENSMUSG00000068457	mmu-miR-542-3p
ENSMUSG00000068457	mmu-miR-669f-3p
