#Gene name	I/C_0h	I/C_2h	I/C_6h	I/C_12h	I/C_18h	I/C_24h
ENSMUSG00000002058	-1.081425	-0.372725	-0.776062	-0.412233	-0.701166	-0.535116
ENSMUSG00000002064	0.097315	0.235733	0.301554	-0.269755	-0.070230	-0.238404
ENSMUSG00000002068	1.398307	0.437860	0.621337	-0.428818	0.210577	0.163330
ENSMUSG00000002076	-0.175185	0.419010	0.176408	0.409825	0.065630	-0.074479
ENSMUSG00000002083	0.790600	0.282485	0.227072	-0.217343	0.084602	-0.257787
ENSMUSG00000002100	-0.081390	0.002324	0.364099	0.143498	0.466711	0.212318
ENSMUSG00000002102	-0.618484	0.482032	0.356037	0.181609	0.010588	-0.248166
ENSMUSG00000002103	0.211059	0.045448	0.245629	-0.271497	-0.244497	-0.321590
ENSMUSG00000002104	-0.200520	0.162789	-0.493729	-0.181240	-0.122195	-0.511547
ENSMUSG00000002105	0.281033	-0.000887	0.251849	-0.450139	0.109469	-0.038298
ENSMUSG00000002107	0.697768	1.041008	1.071119	0.782844	1.193852	1.146283
ENSMUSG00000002108	0.210882	0.115874	0.003391	-0.275888	-0.295345	-0.514103
ENSMUSG00000002109	0.577633	-0.141003	0.059070	-0.300988	0.003308	0.046877
ENSMUSG00000002111	0.252766	0.009314	-0.061769	-0.212229	-0.042323	-0.170983
ENSMUSG00000002129	0.340385	0.073257	0.329442	-0.129388	0.043941	-0.137651
ENSMUSG00000002147	0.132609	-0.013409	0.026011	-0.397390	-0.159096	-0.401385
ENSMUSG00000002190	-0.080548	-0.283830	-0.731546	0.203677	0.315259	0.409644
ENSMUSG00000002204	0.256408	-0.069620	0.117391	-0.259796	-0.336429	-0.030378
ENSMUSG00000002205	-0.534078	0.014160	-0.421165	-0.616133	-0.970840	-0.538433
ENSMUSG00000002210	-0.355241	0.132295	-0.161394	-0.154368	0.025076	0.189827
ENSMUSG00000002221	-0.444874	0.432616	0.136048	0.312818	0.258295	-0.013717
ENSMUSG00000002222	-0.464877	-0.126438	-0.295494	-0.269105	-0.013870	0.126376
ENSMUSG00000002227	0.228866	-0.189688	-0.334657	-0.505981	-0.387402	-0.617008
ENSMUSG00000002233	0.217602	-0.362565	0.208482	-0.119715	0.190796	-0.653333
ENSMUSG00000002250	0.608793	0.775068	0.385844	0.361006	-0.312927	0.236743
ENSMUSG00000002257	0.878742	0.786101	0.265616	0.371006	0.757982	0.106652
ENSMUSG00000002266	-0.552445	-0.843538	-0.113156	0.513428	0.271135	0.252833
ENSMUSG00000002274	0.350305	-0.304923	-0.010714	-0.080667	-0.058832	-0.026747
ENSMUSG00000002279	-0.098685	-0.109299	0.226707	-0.285713	0.388182	0.126423
ENSMUSG00000002280	0.033530	-0.178237	0.121517	-0.378043	0.049251	-0.267858
ENSMUSG00000002289	0.273302	-0.693013	-0.847935	-0.565503	-0.265734	-1.115254
ENSMUSG00000002297	0.218827	0.697377	0.267088	0.067199	0.531554	0.236595
ENSMUSG00000002307	0.251844	-0.357496	-0.045710	-0.431686	-0.061146	-0.135543
ENSMUSG00000002308	0.135023	0.219799	0.305035	0.166828	0.267520	-0.068200
ENSMUSG00000002319	0.068791	0.131587	-0.191010	-0.495378	-0.065281	-0.241163
ENSMUSG00000002320	-0.068106	0.081705	0.022646	-0.052461	-0.022009	-0.221855
ENSMUSG00000002325	-0.438198	-0.006296	0.182912	-0.137574	0.273053	0.192113
ENSMUSG00000002329	0.075949	0.360895	0.017250	0.062858	0.395740	-0.397495
ENSMUSG00000002332	-0.071470	0.006499	-0.060248	-0.287307	0.115186	-0.170588
ENSMUSG00000002341	-0.542829	0.063041	-0.098467	0.205032	0.153058	-0.115138
ENSMUSG00000002342	-0.402227	-0.298161	-0.121758	-0.376153	-0.433349	0.139184
ENSMUSG00000002343	0.471365	0.226585	0.345404	-0.208113	0.155150	0.080806
ENSMUSG00000002345	0.049022	-0.147302	-0.077967	-0.521508	0.098018	-0.013035
ENSMUSG00000002346	-0.093266	-0.548957	-0.233299	0.043212	-0.372319	0.192356
ENSMUSG00000002365	-0.393249	-0.112628	-0.199897	-0.206484	-0.140131	-0.222906
ENSMUSG00000002372	0.234035	-0.117344	-0.112186	-0.349590	-0.138965	-0.230092
ENSMUSG00000002379	-0.240134	0.087175	-0.055413	-0.215651	0.091571	-0.363447
ENSMUSG00000002393	1.795058	0.720827	1.016857	0.031046	0.265524	0.155695
ENSMUSG00000002395	0.369753	-0.208084	0.148821	-0.330470	-0.013802	0.150951
ENSMUSG00000002396	0.816049	0.235683	0.413848	-0.322397	0.114571	-0.155311
ENSMUSG00000002409	-0.199156	-1.036342	-0.666042	-0.989230	-0.542073	-0.946437
ENSMUSG00000002413	0.688108	0.229472	0.386509	-0.175709	0.181011	-0.201114
ENSMUSG00000002416	0.102379	0.372323	0.285505	-0.028185	0.010483	-0.184959
ENSMUSG00000002428	0.429860	-0.188555	0.076522	-0.441235	0.002315	-0.190408
ENSMUSG00000002455	1.066996	0.504087	0.473663	1.689510	0.145786	0.949977
ENSMUSG00000002458	0.467341	0.266030	0.529940	-0.094314	0.236824	0.239033
ENSMUSG00000002459	-0.227269	0.569819	0.536662	0.933196	0.413540	0.630289
ENSMUSG00000002477	0.752202	0.196404	0.416299	-0.323930	0.292800	-0.204615
ENSMUSG00000002486	0.141543	-0.091427	-0.036112	-0.451679	-0.078958	-0.366500
ENSMUSG00000002489	-0.305025	0.192510	-0.056043	0.510705	0.153095	0.195944
ENSMUSG00000002496	-0.138210	-0.193461	-0.304406	-0.187235	0.011238	-0.166143
ENSMUSG00000002500	-0.101439	-0.513141	-0.368469	-0.761853	-0.023826	-0.225323
ENSMUSG00000002524	0.668622	0.422629	0.245243	-0.351645	0.142823	-0.414068
ENSMUSG00000002546	0.407337	-0.301821	-0.316017	0.180399	0.348975	0.199133
ENSMUSG00000002550	-0.306422	0.386147	-0.128924	-0.234185	-0.312938	-0.259802
ENSMUSG00000002565	0.014114	0.001669	0.635449	0.705233	0.672332	1.881958
ENSMUSG00000002580	0.670497	0.371888	0.395395	-0.343842	0.109527	-0.206362
ENSMUSG00000002602	0.651621	-0.279383	0.281629	0.064591	0.084567	0.150324
ENSMUSG00000002603	0.948896	0.004667	0.326550	-0.126376	0.120024	0.012554
ENSMUSG00000002608	-0.207288	0.018334	-0.043825	-0.170449	0.071766	-0.129716
ENSMUSG00000002617	0.220326	0.133661	0.243619	-0.251541	-0.076077	0.032547
ENSMUSG00000002625	0.403926	0.035354	0.553493	-0.138872	0.271100	0.093253
ENSMUSG00000002633	-0.454535	0.132879	-0.550120	0.495650	0.349588	0.111713
ENSMUSG00000002635	0.231508	0.274696	0.183851	0.079236	0.121818	0.076943
ENSMUSG00000002658	0.353451	-0.103664	-0.007780	-0.033431	0.136518	0.120256
ENSMUSG00000002660	-0.083811	-0.290535	-0.088472	-0.261803	0.129402	-0.047352
ENSMUSG00000002661	-0.232251	-0.310171	-0.322435	-0.283585	-0.124240	-0.085940
ENSMUSG00000002668	0.515416	0.003978	-0.277865	-0.293240	0.082829	0.139201
ENSMUSG00000002679	0.422942	-0.017753	0.355970	-0.465977	0.230577	0.024271
ENSMUSG00000002699	-1.029027	-0.967975	-0.525286	-0.472023	-0.733174	-0.634995
ENSMUSG00000002718	0.121798	0.694474	-0.032998	-0.399758	0.011624	0.170795
ENSMUSG00000002728	0.276201	0.262198	0.492915	0.069326	0.345449	0.039101
ENSMUSG00000002731	0.515560	-0.060319	0.162814	-0.385156	-0.211694	-0.168033
ENSMUSG00000002732	-0.003485	-0.317874	0.029876	0.154979	-0.022801	0.207465
ENSMUSG00000002733	1.468251	-0.151700	0.108931	0.610540	-0.249496	0.284958
ENSMUSG00000002741	-0.963670	0.146243	-0.319323	-0.317751	-1.219283	-0.894517
ENSMUSG00000002748	0.166388	0.954943	1.164374	0.692586	0.547210	0.159284
ENSMUSG00000002763	0.036173	0.077859	-0.015111	-0.382803	-0.013370	-0.270027
ENSMUSG00000002767	0.417185	0.381160	0.400343	-0.304440	0.193154	0.010312
ENSMUSG00000002768	0.614955	-0.224691	-0.019308	-0.166310	0.324888	0.068154
ENSMUSG00000002771	0.447154	-0.033017	0.223508	-0.024779	-0.353043	-0.177411
ENSMUSG00000002778	0.447154	-0.033017	0.223508	-0.024779	-0.353043	-0.177411
ENSMUSG00000002781	0.168020	-0.187186	-0.207638	-0.194117	-0.048681	-0.009173
ENSMUSG00000002791	0.038820	-0.099290	-0.440681	-0.338482	-0.436673	-0.590298
ENSMUSG00000002799	0.130167	0.453778	0.650691	0.303713	0.395419	-0.176946
ENSMUSG00000002804	-0.056801	0.361743	0.097066	0.017842	0.571016	-0.225013
ENSMUSG00000002808	0.164952	0.210190	-0.053962	0.963446	0.501462	0.042121
ENSMUSG00000002814	0.230564	-0.111077	-0.098998	-0.194488	-0.017875	-0.325330
ENSMUSG00000002820	0.119428	-0.301943	-0.118459	-0.724496	-0.132847	-0.201669
ENSMUSG00000002825	-0.544051	-0.179409	-0.048600	-0.378206	-0.027851	-0.393865
ENSMUSG00000002831	-0.401938	0.334848	-0.669803	0.024277	-0.351760	-0.480869
ENSMUSG00000002833	0.162257	-0.647296	-0.239250	-0.628123	0.006925	0.178381
ENSMUSG00000002835	0.322675	-0.024340	-0.070602	-0.417265	-0.300919	-0.477020
ENSMUSG00000002844	0.694031	0.271999	0.535414	0.019596	0.685736	0.438811
ENSMUSG00000002845	0.124351	1.242744	1.249345	1.512731	0.678238	0.975310
ENSMUSG00000002846	0.137753	-0.104582	0.260467	0.089495	0.185494	0.111433
ENSMUSG00000002847	-0.429720	-0.159506	-0.223608	-0.379617	-0.203324	0.053016
ENSMUSG00000002870	0.088261	-0.118766	-0.012633	-0.042373	0.224882	0.162651
ENSMUSG00000002871	0.153119	-0.003316	-0.095387	-0.094911	-0.159914	-0.072298
ENSMUSG00000002881	1.198409	0.379635	0.884346	0.695187	1.022084	0.603055
ENSMUSG00000002885	0.699021	0.698690	0.456832	0.576676	0.007830	0.620612
ENSMUSG00000002897	-0.864498	-0.423370	-1.037645	0.201317	-0.841191	-0.186141
ENSMUSG00000002908	-0.013441	-0.151783	-0.081138	-0.009831	0.061011	-0.060003
ENSMUSG00000002910	0.047360	-0.584930	-0.331119	-0.689523	-0.094216	-0.167812
ENSMUSG00000002930	-0.673643	-0.603036	-0.127000	0.734924	-0.180436	0.230571
ENSMUSG00000002944	0.571724	0.725183	0.976266	1.750696	1.697434	1.739911
ENSMUSG00000002948	0.795993	-0.264761	0.144367	0.165378	0.234134	0.108296
ENSMUSG00000002949	0.136443	0.214850	0.096693	-0.487271	0.042549	-0.425663
ENSMUSG00000002957	-0.626487	-0.470445	-0.220302	-0.226434	-0.759550	-0.763227
ENSMUSG00000002963	-0.749649	-0.128252	-0.240570	-0.297184	-0.237682	-0.568051
ENSMUSG00000002968	0.343880	0.014017	0.193183	-0.279661	0.002140	0.037327
ENSMUSG00000002981	0.209216	0.226704	0.195219	-0.267153	0.208235	-0.012209
ENSMUSG00000002983	0.375540	-0.456834	0.419510	0.321866	1.268913	1.438333
ENSMUSG00000002992	-0.276042	-0.277580	-0.166874	0.235522	-0.169582	0.121559
ENSMUSG00000002996	-0.825512	-0.873395	-0.822837	-0.803817	0.110991	-0.136362
ENSMUSG00000002997	1.247665	0.533940	1.000772	0.540908	0.855996	0.371317
ENSMUSG00000003031	0.438358	-0.021783	0.022912	-0.000265	0.265711	-0.144850
ENSMUSG00000003032	0.544809	0.536510	1.342561	1.011062	0.582449	0.989863
ENSMUSG00000003033	-0.115895	-0.161787	0.053315	-0.233681	-0.030808	-0.150255
ENSMUSG00000003037	0.943603	-0.371995	0.121422	0.964485	1.347152	1.091634
ENSMUSG00000003038	0.878579	-0.090673	0.134465	-0.499343	0.027530	-0.168326
ENSMUSG00000003039	-0.165281	-0.244238	-0.327187	-0.493248	-0.234419	-0.244876
ENSMUSG00000003051	-0.125417	0.146744	0.149692	-0.202716	-0.045265	0.102223
ENSMUSG00000003062	-0.432198	-0.084471	-0.100462	-0.174257	-0.273652	0.021127
ENSMUSG00000003068	0.734531	-1.001017	-0.815754	-0.666572	-0.794690	-0.949236
ENSMUSG00000003070	-0.157168	-0.249590	-0.461751	-0.211947	-0.324831	-0.041645
ENSMUSG00000003072	0.322360	0.019346	0.059972	-0.291357	0.098499	-0.202755
ENSMUSG00000003099	-0.463154	0.144307	-0.600027	0.302382	-0.327289	0.073196
ENSMUSG00000003119	0.160735	0.232405	-0.088457	0.177690	-0.070629	0.011012
ENSMUSG00000003123	0.103095	0.222068	0.189453	0.181026	0.216093	0.242561
ENSMUSG00000003131	-0.376227	-0.946885	-0.621759	-0.620392	-0.535973	-1.021017
ENSMUSG00000003134	-0.225880	-0.100892	-0.185460	-0.221989	0.056368	-0.199283
ENSMUSG00000003135	-0.215678	0.277093	-0.255074	-0.023890	0.043606	-0.049157
ENSMUSG00000003153	-0.102722	-0.139795	0.115836	-0.107745	-0.098022	-0.163460
ENSMUSG00000003154	1.215957	-0.087385	0.194983	0.378663	-0.711619	0.058860
ENSMUSG00000003161	0.703714	-0.235433	0.054644	-0.137184	-0.463271	-0.730776
ENSMUSG00000003166	-0.541254	-0.292095	-0.280066	-0.028171	0.073765	0.188264
ENSMUSG00000003198	-0.598154	0.003049	-0.468450	-0.060542	-0.554350	0.043463
ENSMUSG00000003199	0.237339	-0.051154	-0.141681	-0.529133	-0.240332	-0.469177
ENSMUSG00000003200	0.639763	0.137084	0.196247	-0.412114	-0.029681	-0.143156
ENSMUSG00000003206	-0.480006	-0.232200	-0.718369	-0.136818	-0.043114	-0.449725
ENSMUSG00000003208	0.087040	-0.207446	-0.059078	-0.322683	0.139736	-0.110346
ENSMUSG00000003226	0.430090	0.125290	0.325997	-0.165872	0.041191	-0.173115
ENSMUSG00000003227	-0.366777	0.119448	0.236799	-0.113614	-0.627695	-0.078732
ENSMUSG00000003228	-0.138138	-0.361988	0.060574	-0.062893	-0.009218	0.015274
ENSMUSG00000003233	0.326711	-0.148480	0.232355	-0.014121	0.282639	0.403033
ENSMUSG00000003235	-0.028205	0.023628	0.271209	0.186695	0.135385	0.044042
ENSMUSG00000003269	0.355711	-0.436472	-0.221705	-0.329132	0.147856	0.001135
ENSMUSG00000003271	-0.287131	-0.303981	-0.096689	-0.040482	-0.215166	0.020144
ENSMUSG00000003273	0.447764	-0.569474	-0.198701	-0.498653	0.141126	0.109772
ENSMUSG00000003279	-0.296504	1.695264	1.193972	0.456814	0.877439	1.733382
ENSMUSG00000003282	-0.027635	-0.031113	0.180300	0.271222	-0.132700	0.289210
ENSMUSG00000003283	-0.242699	-0.103112	0.221316	-0.041685	0.057301	-0.075878
ENSMUSG00000003299	0.350334	0.113540	0.323612	-0.036827	0.254598	-0.329075
ENSMUSG00000003308	1.107487	0.216527	0.582685	-0.078634	0.404570	0.128603
ENSMUSG00000003309	-0.677174	-0.662275	-0.956452	-0.670916	-0.863444	-0.022842
ENSMUSG00000003316	-0.462504	1.625134	0.345799	1.182295	1.006473	0.832831
ENSMUSG00000003341	-0.583529	-0.784631	-0.450546	-1.011232	-0.481745	-0.803562
ENSMUSG00000003344	0.406519	-0.032307	0.061718	-0.424979	-0.166456	-0.482325
ENSMUSG00000003345	0.354507	1.323787	0.702651	0.891857	0.978700	0.641448
ENSMUSG00000003346	0.383628	-0.449519	0.035450	-0.463627	0.070640	-0.291525
ENSMUSG00000003348	-0.442081	-0.472976	-0.440740	-0.068279	-1.339225	-1.233828
ENSMUSG00000003352	-0.485097	-0.014435	-0.761779	-0.289450	0.050132	-0.187749
ENSMUSG00000003354	-0.206219	-0.369984	0.079532	0.163341	-0.442009	-0.439646
ENSMUSG00000003355	0.048280	-0.740904	0.618049	0.270279	-0.448132	-0.318195
ENSMUSG00000003360	0.334274	0.930867	-0.040708	-0.373613	0.081326	0.086836
ENSMUSG00000003363	0.575141	-0.029414	0.138701	-0.425536	0.386148	-0.078321
ENSMUSG00000003378	-0.507376	0.016659	-0.375065	-0.125958	-0.366859	-0.244402
ENSMUSG00000003379	0.168514	-0.434417	-0.341980	-0.217644	-0.056841	0.047594
ENSMUSG00000003380	-0.013663	-0.095007	-0.220646	0.206833	-0.016052	-0.006420
ENSMUSG00000003382	0.096424	0.363894	0.297758	0.099304	0.108202	-0.182851
ENSMUSG00000003410	-0.243316	0.148332	-0.089358	0.116534	-0.010683	0.262688
ENSMUSG00000003418	-0.703994	0.522000	0.059634	0.140389	0.530144	0.506970
ENSMUSG00000003421	0.130724	-0.408799	-0.765779	-0.864272	-0.951523	-0.998679
ENSMUSG00000003423	0.155246	-0.158171	0.151202	-0.303383	0.004821	-0.130987
ENSMUSG00000003435	-0.017291	0.013224	-0.192271	0.208003	-0.332906	0.003163
ENSMUSG00000003436	-0.749315	-0.527862	-0.379253	-0.017974	0.457694	-0.047062
ENSMUSG00000003437	0.027924	0.064582	-0.065081	-0.605556	-0.102365	-0.017605
ENSMUSG00000003438	0.344969	-0.158549	0.186856	-0.372202	0.090409	-0.148207
ENSMUSG00000003444	0.048422	-0.388683	-0.321973	-0.245947	-0.388595	-0.051252
ENSMUSG00000003452	-0.508853	0.030834	0.120770	-0.087019	0.025163	-0.300371
ENSMUSG00000003458	0.268700	-0.015363	0.252596	-0.295071	0.224778	0.060379
ENSMUSG00000003464	0.245151	0.269490	0.020895	0.237660	0.184478	-0.132919
ENSMUSG00000003469	-0.652339	0.142731	-0.310656	0.395724	-0.099359	0.190157
ENSMUSG00000003476	-1.334908	0.750972	-0.059485	0.276343	-0.266207	-0.005730
ENSMUSG00000003477	-0.812293	-0.344434	0.147789	-0.469215	-0.206480	-0.402089
ENSMUSG00000003484	-0.001722	0.077317	0.309585	-0.236947	0.178640	0.060957
ENSMUSG00000003500	0.261896	-1.062824	-0.940513	-1.157377	-0.387266	-0.878769
ENSMUSG00000003518	-0.057169	-0.638684	-0.463103	-0.937802	-0.557854	-0.779894
ENSMUSG00000003526	0.347776	0.162412	0.249657	-0.042384	0.075480	-0.083249
ENSMUSG00000003527	0.043112	-0.175647	-0.113292	-0.362041	-0.155701	-0.145968
ENSMUSG00000003528	0.334820	0.087850	0.597525	-0.216691	0.304131	-0.017855
ENSMUSG00000003531	0.216569	0.219735	0.158263	-0.082280	-0.130243	-0.359683
ENSMUSG00000003534	-0.584838	0.012822	-0.221892	-0.418616	-0.018843	0.112920
ENSMUSG00000003541	0.171634	-0.017268	-0.059546	-0.377701	-0.287286	-0.423661
ENSMUSG00000003545	0.052564	0.225842	-0.073364	-0.378480	0.007871	-0.386350
ENSMUSG00000003546	0.222844	0.394575	0.109373	-0.072152	-0.102814	0.157732
ENSMUSG00000003549	0.128206	-0.277654	0.025484	-0.404304	-0.194177	-0.341272
ENSMUSG00000003555	-0.402156	0.190636	-0.464107	-0.144099	-0.457986	-0.688904
ENSMUSG00000003559	-0.498049	0.041620	-0.211963	-0.089091	-0.300101	-0.085760
ENSMUSG00000003573	0.931817	0.133424	0.351513	-0.284174	0.477487	0.311911
ENSMUSG00000003575	-0.337875	-0.207340	-0.200715	0.048328	0.101801	-0.154303
ENSMUSG00000003581	-0.076752	0.297172	0.184138	0.132138	-0.291380	0.156790
ENSMUSG00000003585	-0.112993	-0.264664	-0.095779	-0.314980	-0.145341	-0.227821
ENSMUSG00000003604	0.322294	0.360913	0.339036	0.435939	0.169412	0.106228
ENSMUSG00000003623	0.321053	-0.182512	-0.081555	-0.344415	-0.142676	-0.328156
ENSMUSG00000003644	-0.753267	-0.960437	-0.516794	-0.436234	-0.451547	-0.925373
ENSMUSG00000003657	-0.193649	0.076573	-0.261379	0.837063	0.248564	0.050516
ENSMUSG00000003660	0.084327	-0.294137	-0.011207	-0.306545	0.073393	-0.205656
ENSMUSG00000003662	0.326672	-0.236339	-0.003331	-0.370412	0.242323	0.037747
ENSMUSG00000003665	-0.438908	1.403554	0.183872	0.882722	0.684281	1.405736
ENSMUSG00000003680	-0.086161	-0.155226	0.009822	-0.201367	-0.026221	-0.238395
ENSMUSG00000003721	0.268959	0.763694	0.582522	1.134842	0.604915	1.280318
ENSMUSG00000003731	-0.081749	0.009760	-0.363223	-0.349305	-0.249573	-0.392067
ENSMUSG00000003746	0.483328	0.265763	0.311385	0.355103	0.153918	0.302998
ENSMUSG00000003752	0.121858	0.388273	0.345227	-0.117063	0.527200	0.280136
ENSMUSG00000003762	0.252966	0.011347	-0.207509	0.172456	-0.058736	0.066192
ENSMUSG00000003778	-0.026101	0.121084	0.021371	-0.345547	0.119906	-0.255296
ENSMUSG00000003779	-0.026101	0.121084	0.021371	-0.345547	0.119906	-0.255296
ENSMUSG00000003808	0.444347	0.346971	0.249615	-0.123316	0.358920	0.186407
ENSMUSG00000003809	0.377807	0.043535	0.139326	-0.353836	0.055123	-0.165517
ENSMUSG00000003810	0.466468	0.438392	0.994087	0.122613	0.913482	0.476998
ENSMUSG00000003812	-0.273252	-0.836422	-0.611289	-0.558549	-0.565828	-0.525351
ENSMUSG00000003813	0.208442	-0.433703	-0.043814	-0.410266	-0.055125	-0.191367
ENSMUSG00000003814	0.696255	-0.434325	-0.195532	-0.333010	-0.112329	-0.083593
ENSMUSG00000003824	1.052509	0.544961	0.403484	-0.324843	0.358614	0.212794
ENSMUSG00000003847	0.378597	0.269893	0.115995	0.199652	0.039695	0.340935
ENSMUSG00000003848	-0.815088	0.256525	0.214158	-0.031379	0.051770	-0.152601
ENSMUSG00000003849	-0.820932	0.262423	0.339589	1.283988	0.647413	1.457723
ENSMUSG00000003863	0.154811	-0.216131	-0.178876	-0.536123	-0.140828	-0.422993
ENSMUSG00000003865	0.143648	-0.308748	-0.258196	-0.223736	-0.205282	-0.244658
ENSMUSG00000003868	0.386819	-0.390372	-0.361167	-0.504172	-0.378998	-0.425748
ENSMUSG00000003873	-0.212352	0.324726	-0.041745	-0.096386	-0.237926	-0.140065
ENSMUSG00000003882	0.249392	0.019028	-0.352225	0.672786	0.186852	0.802105
ENSMUSG00000003923	-0.569574	-0.421882	-0.721233	-0.338806	-0.321155	-0.672275
ENSMUSG00000003929	0.118404	-0.409827	-0.358513	-0.254135	-0.157906	-0.508762
ENSMUSG00000003948	0.152149	0.202117	0.207477	0.019779	0.164280	0.187187
ENSMUSG00000003949	1.320156	-0.679484	-0.494878	-0.080314	0.318636	0.195111
ENSMUSG00000003955	0.501323	0.166541	0.290950	-0.388640	-0.271468	-0.514440
ENSMUSG00000003970	-0.027317	-0.107465	-0.045645	0.069459	0.254621	0.218795
ENSMUSG00000003974	1.229860	0.637223	-0.545352	-0.022665	-0.251198	-0.003780
ENSMUSG00000003992	0.035633	0.546406	0.389961	0.868356	0.467497	0.830147
ENSMUSG00000004018	-0.371682	0.303302	0.157189	-0.077226	0.026481	-0.264843
ENSMUSG00000004031	0.560112	0.666511	-0.011931	0.922133	0.553431	0.665979
ENSMUSG00000004040	0.079078	-0.372595	-0.247739	-0.499381	-0.342562	-0.206086
ENSMUSG00000004043	0.155359	-0.239779	-0.137759	-0.061559	-0.016448	-0.208066
ENSMUSG00000004044	-0.756402	-0.360996	-0.529874	-0.563639	-0.273446	-0.697024
ENSMUSG00000004054	0.228250	-0.096293	0.115902	-0.260724	0.114591	-0.313469
ENSMUSG00000004056	0.417188	-0.001036	0.177052	0.280107	0.579684	0.231414
ENSMUSG00000004069	0.068336	0.057258	-0.064992	-0.007476	0.051537	0.034968
ENSMUSG00000004070	-0.038855	0.213740	0.149493	0.202396	-0.179046	0.005264
ENSMUSG00000004071	-0.290954	0.780555	0.313588	0.967097	1.188099	1.384344
ENSMUSG00000004085	0.565646	0.435245	0.654409	0.917609	1.049894	1.599869
ENSMUSG00000004096	0.378159	-0.302128	-0.254437	-0.517430	-0.054467	0.077115
ENSMUSG00000004098	-0.318565	-0.237329	-0.144199	-0.003045	-0.002989	-0.176087
ENSMUSG00000004099	0.163749	0.072047	0.132477	-0.153700	0.003261	0.074568
ENSMUSG00000004100	-0.159238	-0.781457	-0.732263	-0.653739	-1.020701	-0.440391
ENSMUSG00000004105	0.336723	-0.267184	0.006032	-0.291618	-0.016385	-0.356325
ENSMUSG00000004110	-0.174501	-0.140597	-0.262459	0.243721	-0.119509	0.038797
ENSMUSG00000004113	0.919342	0.602888	0.900299	0.470577	1.154422	0.547554
ENSMUSG00000004127	-0.415054	0.148813	0.489559	0.098596	0.019674	0.456503
ENSMUSG00000004187	0.501620	-0.137605	-0.090840	-0.428075	0.083397	-0.004221
ENSMUSG00000004207	0.232493	0.169395	0.088084	-0.271738	0.081359	-0.034501
ENSMUSG00000004221	0.006506	0.031067	0.088018	-0.039003	0.084549	0.435059
ENSMUSG00000004231	0.145463	-0.424654	-0.694338	-0.427998	-0.464998	-0.208146
ENSMUSG00000004233	0.008004	0.155144	0.111777	0.038271	0.240917	0.011790
ENSMUSG00000004263	0.554891	0.252911	0.110295	-0.312210	-0.238481	-0.452628
ENSMUSG00000004264	0.538516	0.071710	0.246860	-0.510257	0.099272	-0.098957
ENSMUSG00000004266	-0.189581	0.170976	0.231451	-0.088861	-0.243435	-0.131055
ENSMUSG00000004267	0.251692	-0.246223	-0.265873	-0.164048	-0.425901	-0.554376
ENSMUSG00000004268	-0.027342	0.457457	0.265555	0.310128	0.225506	0.845269
ENSMUSG00000004270	0.567454	-0.375354	-0.257196	-0.334125	-0.352754	-0.278964
ENSMUSG00000004285	0.188198	0.021523	-0.000607	-0.443764	0.293646	-0.178076
ENSMUSG00000004296	-0.646003	-0.123607	0.180149	-0.026541	0.634607	-0.134019
ENSMUSG00000004317	-0.682945	-0.416170	-0.315816	-0.659648	-0.766210	-0.816692
ENSMUSG00000004319	-0.719330	-0.688094	-0.658292	-0.330558	-0.478426	-0.529134
