#geneID	Ikaros/Control_0h	Ikaros/Control_2h	Ikaros/Control_6h	Ikaros/Control_12h	Ikaros/Control_18h	Ikaros/Control_24h
ENSMUSG00000002625	-0.031919	0.283587	0.109855	0.508749	0.943453	1.145834
ENSMUSG00000002635	-0.238901	-0.119709	-0.095055	-0.510347	-0.373395	-0.515130
ENSMUSG00000002658	0.098488	0.228158	0.284049	0.103490	0.069266	0.107559
ENSMUSG00000002660	-0.084607	-0.194418	-0.518908	-0.468582	-0.891230	-1.340487
ENSMUSG00000002661	-0.147922	0.057124	0.133161	-0.215458	-0.258111	-0.266352
ENSMUSG00000002668	0.030944	0.578922	1.073173	1.955212	2.275601	2.718717
ENSMUSG00000002679	-0.009073	0.207208	-0.388575	0.024385	-0.295494	-0.047136
ENSMUSG00000002699	-3.535842	-2.914970	-4.748797	-4.035145	-6.041317	-5.697421
ENSMUSG00000002718	0.134277	-0.037515	-0.140541	-0.654506	-0.991995	-1.583540
ENSMUSG00000002728	-0.134788	-0.297113	-0.700590	-0.711856	-1.306754	-1.439084
ENSMUSG00000002731	0.215311	0.339942	-0.011693	-0.077483	0.787139	1.222876
ENSMUSG00000002732	0.085577	0.068751	-0.138821	0.701343	0.705315	0.670765
ENSMUSG00000002733	-0.307642	0.067857	-0.412528	-0.305894	-0.350625	-0.425752
ENSMUSG00000002741	-0.062337	0.080083	0.503112	0.078885	0.354577	0.360837
ENSMUSG00000002748	0.032293	-0.022033	-0.067696	-0.157575	-0.178587	-0.306111
ENSMUSG00000002763	-0.140775	0.174337	0.033235	0.243277	0.047353	0.065311
ENSMUSG00000002767	-0.239462	-0.108029	-0.412076	-0.225172	-0.786648	-1.122528
ENSMUSG00000002768	0.058495	0.156330	0.340479	0.973186	0.860764	0.689440
ENSMUSG00000002769	-0.450228	0.116279	1.122909	-0.628856	-0.678159	-1.689451
ENSMUSG00000002778	0.264044	0.166455	-0.071168	0.815383	0.692169	0.459442
ENSMUSG00000002781	-0.170265	-0.222884	-0.235852	0.175580	0.193998	-0.130745
ENSMUSG00000002791	-0.466131	-0.081712	-1.445047	0.372435	-0.328224	1.031183
ENSMUSG00000002797	-0.809607	-0.152143	0.265767	0.524111	-1.301425	-1.216425
ENSMUSG00000002799	0.724134	0.582528	0.828320	0.407382	0.676996	0.939636
ENSMUSG00000002804	0.361316	0.254936	0.601437	1.508462	1.593019	1.151486
ENSMUSG00000002812	0.296479	0.234848	0.549456	0.730575	1.001572	1.188894
ENSMUSG00000002814	-0.114336	0.308741	0.129611	0.282859	-0.247236	-0.625265
ENSMUSG00000002820	-0.251116	0.231361	0.210756	0.112960	-0.074562	0.042297
ENSMUSG00000002825	-0.269706	-0.359557	-0.624874	-0.570079	-1.077750	-1.285644
ENSMUSG00000002833	0.083889	0.320293	0.231813	0.089622	0.107108	0.242765
ENSMUSG00000002835	-0.055969	0.006622	0.161004	-0.106336	-0.317369	-0.919529
ENSMUSG00000002844	0.187135	0.252656	0.833158	1.060910	0.990979	0.776955
ENSMUSG00000002845	-0.156264	0.105671	-0.312441	-0.029000	-0.596869	-1.106626
ENSMUSG00000002846	-0.018619	0.254486	-0.024461	-0.004972	-0.519498	-0.590009
ENSMUSG00000002870	0.036333	-0.311944	0.284046	-0.024357	0.107104	-0.809084
ENSMUSG00000002871	0.213153	0.057127	-0.046083	0.236916	0.333100	0.675280
ENSMUSG00000002881	0.234864	0.155431	-0.219321	-0.482479	-0.575774	-0.517183
ENSMUSG00000002885	0.243326	0.144248	0.274100	0.590190	1.475299	2.028448
ENSMUSG00000002897	0.056463	-1.130399	-0.794642	-0.341243	0.237804	0.600123
ENSMUSG00000002900	6.636868	4.330550	1.419462	0.820187	2.477209	2.750550
ENSMUSG00000002910	-0.400070	-0.359783	-0.151939	0.046810	0.395370	0.683698
ENSMUSG00000002944	1.619515	0.867543	-0.800017	2.075060	4.596599	4.323300
ENSMUSG00000002948	-0.031200	-0.318122	0.382889	0.090421	0.562072	0.562325
ENSMUSG00000002949	-0.152227	-0.230780	-0.452498	-0.353419	-0.301888	-0.327397
ENSMUSG00000002957	0.366584	0.298975	0.498435	0.688517	0.569232	0.217191
ENSMUSG00000002963	0.026279	0.096564	0.553426	0.556027	0.909776	1.207633
ENSMUSG00000002968	-0.008132	-0.116966	0.027205	0.269498	0.266246	0.089258
ENSMUSG00000002981	0.226153	0.177698	0.071079	0.182613	-0.135265	-0.173530
ENSMUSG00000002983	0.178761	0.265194	-0.292320	0.462436	0.295140	0.743931
ENSMUSG00000002984	-0.035335	0.020555	-0.292175	-0.764813	-1.491424	-1.691682
ENSMUSG00000002985	-0.091889	0.490932	-0.598555	-0.510847	-1.515226	-1.409345
ENSMUSG00000002996	-0.023564	0.382143	0.519065	1.766384	2.123394	2.370448
ENSMUSG00000002997	0.045384	0.085807	-0.105207	-1.205787	-0.362685	-0.820527
ENSMUSG00000003031	0.657367	0.950309	1.780857	2.377228	3.366931	3.139947
ENSMUSG00000003033	0.157925	0.139696	0.167132	0.269153	0.281175	0.208702
ENSMUSG00000003037	-0.028618	0.103588	0.199918	0.134112	-0.085959	0.055741
ENSMUSG00000003038	-0.034260	0.067984	0.379710	0.135676	0.112777	0.266611
ENSMUSG00000003039	0.190388	0.397754	0.329479	0.422738	0.742668	1.001793
ENSMUSG00000003062	-0.122899	-0.126787	0.223615	-0.395158	-0.254488	-0.716798
ENSMUSG00000003068	-0.094003	0.182593	0.014921	0.189784	-0.069065	0.045058
ENSMUSG00000003070	-0.037171	0.405498	-1.237468	2.072893	0.300378	0.520956
ENSMUSG00000003072	-0.059654	0.112960	-0.091429	0.219571	-0.308961	-0.811191
ENSMUSG00000003099	0.025605	0.064839	-0.395422	-0.797307	-1.154413	-1.414742
ENSMUSG00000003119	-0.082649	-0.120452	0.266261	0.016349	0.071272	-0.066393
ENSMUSG00000003123	0.006802	0.482465	0.339041	0.928651	0.565975	1.023151
ENSMUSG00000003131	0.157847	0.004258	0.326943	-0.044737	0.042489	-0.049750
ENSMUSG00000003135	-0.073646	-0.098914	0.362422	-0.023326	0.134814	0.276766
ENSMUSG00000003153	0.360343	0.476356	0.579586	0.312046	0.002427	-0.471740
ENSMUSG00000003161	-0.221886	0.087059	-0.173598	0.719525	0.353586	0.265252
ENSMUSG00000003166	-0.117844	-0.037825	-0.127648	-0.324327	-0.475565	-0.545983
ENSMUSG00000003184	0.003406	0.244231	0.025212	-0.034603	-0.145956	0.296910
ENSMUSG00000003190	0.165095	0.235914	-0.052989	0.532994	0.434323	0.650183
ENSMUSG00000003198	-0.098568	0.323637	-0.562055	-0.526919	-0.142584	0.124696
ENSMUSG00000003199	0.246818	0.609087	0.042995	0.966705	1.537305	1.702361
ENSMUSG00000003200	0.117454	0.381105	0.313916	0.264863	0.304818	-0.000830
ENSMUSG00000003208	0.090202	-0.125775	0.106145	-0.065262	0.284329	0.326549
ENSMUSG00000003226	0.225521	-0.262389	0.335360	-0.247399	0.199689	0.265128
ENSMUSG00000003228	-0.471068	-0.871719	0.002495	-1.307508	-1.129382	-1.069867
ENSMUSG00000003233	-0.048817	0.005634	0.456802	0.655679	1.123003	0.682197
ENSMUSG00000003234	-0.028507	-0.075890	-0.222892	-0.314751	-0.030231	0.220040
ENSMUSG00000003235	-0.035703	0.004359	-0.180440	-0.355017	-0.552634	-0.693253
ENSMUSG00000003269	-0.028614	0.351393	0.193282	0.583899	0.948301	1.328990
ENSMUSG00000003282	0.121258	0.119487	-0.164680	0.241103	1.490647	1.097793
ENSMUSG00000003283	-2.790691	-2.441164	-2.595712	-2.698127	-1.169824	-1.414597
ENSMUSG00000003299	0.064420	0.094874	-0.004101	0.509513	0.421364	0.056474
ENSMUSG00000003308	0.090292	0.074949	0.146312	0.206000	0.033851	-0.152703
ENSMUSG00000003309	-0.332224	-0.366518	-0.350458	1.610988	1.141588	0.852238
ENSMUSG00000003316	0.159565	0.383937	0.482989	0.772840	0.485515	0.554955
ENSMUSG00000003341	-0.271816	-0.620782	0.697795	0.016077	0.599801	-0.743751
ENSMUSG00000003344	0.465989	0.550698	0.662095	0.955580	0.671205	0.198570
ENSMUSG00000003345	0.068898	0.253428	0.359868	0.587534	0.659278	0.731423
ENSMUSG00000003346	0.036313	-0.034176	0.186622	0.586976	0.166509	-0.174407
ENSMUSG00000003348	-0.038115	0.518323	0.739561	0.176786	-0.054128	-0.153015
ENSMUSG00000003355	-0.359635	-0.267541	-1.838163	-3.630710	-3.734671	-4.295024
ENSMUSG00000003360	0.001189	0.146932	0.169074	-0.308832	-0.301551	-0.015692
ENSMUSG00000003363	-0.144274	0.079127	-0.068849	0.898669	0.982340	1.170318
ENSMUSG00000003378	-0.410325	0.232670	-0.778999	0.917679	0.479103	0.578598
ENSMUSG00000003379	-0.473063	-0.405642	-0.586962	-0.198296	-0.089060	-0.154521
ENSMUSG00000003380	0.071281	0.031139	-0.174053	-0.092315	0.109897	-0.582500
ENSMUSG00000003382	-0.146386	-0.811736	-0.354838	-0.262482	0.289262	-0.104296
ENSMUSG00000003402	0.082423	0.100947	0.188650	-0.009328	0.162441	0.235903
ENSMUSG00000003410	-0.223899	0.458047	0.887750	0.432733	0.146269	-1.114541
ENSMUSG00000003421	-0.017760	0.194228	-0.033656	0.372724	0.336702	0.562775
ENSMUSG00000003423	0.081241	0.166147	0.236019	0.382124	0.099679	0.162898
ENSMUSG00000003429	0.013977	-0.073594	-0.170125	-0.116950	-0.035086	-0.041103
ENSMUSG00000003435	-0.113081	0.071132	-0.040661	0.389429	0.387526	0.392163
ENSMUSG00000003436	-0.036022	0.622577	-1.541582	-1.400824	-1.473703	-0.874266
ENSMUSG00000003437	-0.096838	0.151816	0.168647	0.066843	-0.063546	-0.066533
ENSMUSG00000003438	0.049657	-0.168154	-0.359520	-0.475990	-0.959498	-1.348871
ENSMUSG00000003444	0.022112	-0.016534	-0.249270	-0.120003	-0.347142	-0.721194
ENSMUSG00000003452	0.222950	0.118016	-0.649047	0.365131	0.665764	-0.399971
ENSMUSG00000003458	-0.180441	-0.059608	0.214229	0.516715	0.706443	0.843421
ENSMUSG00000003464	0.021019	0.084547	0.112891	-0.157562	0.230118	0.181129
ENSMUSG00000003484	1.564497	3.067054	1.000387	2.790200	1.635650	1.939082
ENSMUSG00000003500	-0.124313	-0.527894	-1.356083	-1.726545	-1.940544	-2.210644
ENSMUSG00000003518	0.320631	-0.239118	-0.509675	-1.509100	-1.709240	-1.087145
ENSMUSG00000003526	-0.042519	0.087619	-1.406004	-2.012899	-2.580019	-2.402493
ENSMUSG00000003527	-0.250094	-0.112548	-0.320691	0.069109	0.345069	0.324573
ENSMUSG00000003528	-0.267301	-0.245582	-0.306961	-0.437898	-0.615067	-0.413174
ENSMUSG00000003531	-0.075152	0.175095	-0.181975	-0.152067	-0.531381	-0.502694
ENSMUSG00000003541	-0.471863	-2.045520	-1.960503	-3.056539	-2.460387	-3.024171
ENSMUSG00000003545	-0.193321	-0.652547	-0.616082	0.918934	-1.539936	-3.040594
ENSMUSG00000003546	-0.098157	0.124630	0.789742	1.392466	2.114736	2.394595
ENSMUSG00000003549	0.163100	0.432638	0.296504	-0.037329	-0.206728	0.185862
ENSMUSG00000003559	0.081823	0.346681	-1.626163	0.410120	-1.370516	-2.105542
ENSMUSG00000003573	0.172568	0.659314	1.054407	1.040195	1.511653	1.469501
ENSMUSG00000003575	-0.341788	-0.512657	-0.592983	-0.021510	-0.143370	-0.224453
ENSMUSG00000003581	0.251244	0.743912	1.059181	1.320861	1.448919	1.726453
ENSMUSG00000003585	0.150407	0.013869	0.197829	0.391858	0.612201	0.734532
ENSMUSG00000003604	-0.026407	0.265186	-0.069132	-0.172368	-1.077606	-0.959047
ENSMUSG00000003623	-0.044014	-0.029002	-0.052531	0.206850	0.227504	0.457150
ENSMUSG00000003644	-0.151475	0.217712	0.824180	0.691569	0.130726	0.005477
ENSMUSG00000003660	0.112410	-0.108117	-0.076540	-0.202403	0.231223	-0.064962
ENSMUSG00000003662	-0.304809	-0.107047	-0.589988	-0.208326	-0.438522	-0.552171
ENSMUSG00000003680	-0.276202	0.217166	0.127955	-0.023370	-0.338070	-0.520516
ENSMUSG00000003721	-0.134328	0.460222	0.315561	0.301680	0.487784	0.596336
ENSMUSG00000003731	-0.005697	-0.197900	-0.226983	-0.403985	0.075379	-0.079384
ENSMUSG00000003746	0.308590	-0.154444	0.686265	0.147120	0.282402	0.390704
ENSMUSG00000003752	0.151710	0.359156	0.232887	0.629334	0.177919	0.507473
ENSMUSG00000003762	-0.054942	0.359595	0.256236	1.085113	0.692819	0.531474
ENSMUSG00000003778	-0.106275	0.037416	-0.133730	0.196297	-0.049396	-0.005421
ENSMUSG00000003779	0.173222	0.084968	0.459015	0.267866	0.496121	0.131240
ENSMUSG00000003808	-0.216539	0.006150	-0.619481	-0.526535	-1.010527	-1.096516
ENSMUSG00000003809	-0.169126	-0.132790	-0.233441	-0.047216	0.192115	0.629530
ENSMUSG00000003810	-0.092290	0.367009	0.090693	0.380703	-0.298380	-0.468407
ENSMUSG00000003812	-0.255285	-0.590733	-0.788141	-0.433256	0.020473	0.450623
ENSMUSG00000003813	0.008513	0.066009	0.102267	-0.018402	-0.350024	-0.684809
ENSMUSG00000003814	-0.098672	0.142266	-0.293032	-0.239673	-0.777878	-0.983175
ENSMUSG00000003824	0.142268	0.406774	-0.111329	-0.074956	-1.228057	-1.730313
ENSMUSG00000003847	-0.264707	-0.221106	-0.761319	-0.489568	-0.376443	-0.274397
ENSMUSG00000003848	-0.189374	-0.355163	-0.826972	-0.913374	-1.252592	-1.441837
ENSMUSG00000003849	-1.118222	-1.258093	-2.083372	-1.784531	-2.387451	-2.954661
ENSMUSG00000003863	-0.089890	0.568019	0.638805	-0.239459	1.350988	1.553902
ENSMUSG00000003865	0.514672	0.411349	0.144382	0.180362	-0.601947	-0.963005
ENSMUSG00000003868	-0.012956	-0.069189	-0.225419	-0.590322	-1.102064	-1.426099
ENSMUSG00000003872	-0.862118	0.028750	-0.940816	0.228197	-0.938940	-0.830706
ENSMUSG00000003873	0.160206	0.059526	-0.231334	-0.143608	-0.169628	-0.508758
ENSMUSG00000003882	-0.400053	-0.536546	-0.846568	0.471109	1.611416	2.152125
ENSMUSG00000003923	-0.035457	0.030709	-0.084565	-0.476061	-0.653803	-0.586212
ENSMUSG00000003929	-0.095723	0.019471	-0.765371	-1.258996	-1.136076	-0.802180
ENSMUSG00000003934	-0.268286	-0.283146	-1.348247	-0.827205	-0.152059	-0.703750
ENSMUSG00000003948	0.257332	0.245955	-0.104434	-0.093010	-0.275958	-0.300371
ENSMUSG00000003955	0.422016	1.003818	0.468459	0.215850	-1.190181	-2.292832
ENSMUSG00000003970	-0.085328	-0.074159	0.019176	-0.315701	-0.170741	-0.232250
ENSMUSG00000003992	0.334525	0.647952	0.229598	0.336566	0.572417	0.966137
ENSMUSG00000004018	0.028424	0.101791	0.024729	-0.158205	-0.457931	-0.677560
ENSMUSG00000004040	-0.104915	-0.084481	0.811600	0.991711	1.421375	1.422408
ENSMUSG00000004043	-0.614384	-0.519911	-0.398256	-0.174249	0.165355	0.361215
ENSMUSG00000004044	-1.533855	-0.173938	-1.599753	-3.088141	-3.237871	-2.754632
ENSMUSG00000004054	-0.072938	-0.133010	0.197854	0.226289	0.583509	0.500466
ENSMUSG00000004056	0.003371	-0.019875	0.283306	-0.132369	0.029838	0.031344
ENSMUSG00000004069	0.007213	0.137767	-0.048310	-0.581630	-0.859254	-1.127570
ENSMUSG00000004070	0.195920	0.273083	0.137829	0.012825	-0.284645	0.117599
ENSMUSG00000004071	0.209705	0.250730	0.481637	0.701292	1.244799	1.185252
ENSMUSG00000004085	0.316935	0.027249	-0.254147	0.062206	0.149630	0.242047
ENSMUSG00000004096	0.074890	0.029650	0.136481	0.367678	0.244718	0.446300
ENSMUSG00000004098	0.104210	0.366220	-1.913457	-2.634372	-2.860898	-2.891584
ENSMUSG00000004099	0.150948	0.114757	0.604169	0.088408	0.223886	-0.225847
ENSMUSG00000004100	-0.270926	-0.350260	-0.647932	-0.472949	-1.365142	-1.596893
ENSMUSG00000004105	-0.162942	-1.362704	-3.087932	-3.111159	-2.618255	-3.106574
ENSMUSG00000004113	0.279884	-1.509364	-2.839591	-2.536386	-2.123532	-1.771689
ENSMUSG00000004127	-0.189061	-0.201714	-0.528616	-0.013498	-0.815617	-0.842257
ENSMUSG00000004187	0.311277	0.350709	0.675984	2.493610	2.921639	3.020274
ENSMUSG00000004207	0.275619	0.203023	0.298410	0.870772	1.721348	1.887153
ENSMUSG00000004221	-0.159062	-0.368878	-0.350785	-0.001244	-0.058890	0.108286
ENSMUSG00000004233	-0.039519	-0.053947	-0.196016	-0.424612	-0.490812	-0.179313
ENSMUSG00000004263	0.338433	0.369432	-0.004655	0.016597	-0.184335	-0.184504
ENSMUSG00000004264	-0.045338	-0.007403	-0.259413	-0.588774	-0.913422	-0.932674
ENSMUSG00000004266	0.285000	-0.338706	-0.869537	-0.781412	-0.925073	-1.179780
ENSMUSG00000004268	0.071799	0.000847	-0.152585	-0.398289	-0.983691	-1.027705
ENSMUSG00000004270	-0.022264	0.242689	0.378412	0.300787	-0.024446	-0.243190
ENSMUSG00000004285	-0.089732	0.214167	-0.122321	0.426137	0.342262	0.397235
ENSMUSG00000004317	1.821365	2.347761	2.580443	2.746309	3.650208	3.515288
ENSMUSG00000004319	0.458276	0.654880	0.418794	0.007021	-0.449351	-0.660227
ENSMUSG00000004356	0.162389	-0.383182	-0.686512	-1.677867	-1.506529	-1.767282
ENSMUSG00000004359	0.018030	0.093745	0.384398	0.473920	-0.179773	-0.218738
ENSMUSG00000004364	-0.012225	0.176212	0.035487	-0.028081	-0.307259	-0.373654
ENSMUSG00000004371	0.393636	-0.707919	-0.443965	-0.554535	-1.245042	-1.292873
ENSMUSG00000004393	-0.076919	-0.273960	-0.598063	-1.008379	-1.316805	-1.520055
ENSMUSG00000004394	0.094273	0.385129	-0.134367	0.591373	0.887405	0.855255
ENSMUSG00000004415	-0.360481	-0.240832	-0.303342	0.214635	-1.356362	-1.403434
ENSMUSG00000004446	-0.334351	0.154351	0.680219	-0.207998	-1.009970	-1.090443
ENSMUSG00000004451	0.115946	-0.082931	-0.100186	-0.130367	-0.241107	-0.060662
ENSMUSG00000004455	0.293391	0.171258	0.297546	0.019566	0.097031	-0.189318
ENSMUSG00000004460	-0.255596	-0.081507	-0.187056	-0.427327	-0.608319	-0.390384
ENSMUSG00000004462	-0.306632	-0.191564	-0.182719	-0.221121	0.344440	-0.130643
ENSMUSG00000004500	-0.035947	0.047990	-0.156407	-0.112764	-0.060331	-0.286674
ENSMUSG00000004508	0.120304	0.040715	0.397398	0.562049	1.257902	1.631058
ENSMUSG00000004530	-0.149878	-0.230779	0.048319	-0.540433	-0.742915	-1.260974
ENSMUSG00000004535	-0.043434	0.247670	0.480367	0.413658	0.545120	0.851874
ENSMUSG00000004552	0.283196	0.541518	0.116686	1.896756	2.885267	2.796292
ENSMUSG00000004561	-0.228408	-0.066808	-0.174719	0.150240	0.133568	-0.051485
ENSMUSG00000004565	-0.073787	0.539788	0.196327	1.010688	1.065140	1.484164
ENSMUSG00000004567	-0.065931	-0.312940	0.056518	0.517393	1.031757	0.838262
ENSMUSG00000004568	-0.818474	0.237153	0.610407	1.083001	1.302633	1.180337
ENSMUSG00000004591	0.033197	0.055344	-0.049879	-0.072489	-0.242399	-0.274114
ENSMUSG00000004609	-0.147519	-0.575605	-1.187436	-0.239874	0.530724	-0.330222
ENSMUSG00000004610	0.491755	0.507831	0.129591	-0.344941	-0.763749	-0.504814
ENSMUSG00000004612	2.697050	1.439703	0.958752	-1.664735	-1.224922	-1.319192
ENSMUSG00000004626	-0.117217	0.000180	-0.060536	0.327235	0.407704	1.119808
ENSMUSG00000004637	0.031985	0.074395	0.482445	0.797355	0.201173	0.283427
ENSMUSG00000004642	-0.066493	0.047803	0.352188	0.171247	-0.227313	-0.346209
ENSMUSG00000004651	-0.310185	-1.774249	-0.951488	0.884146	-0.020340	1.203459
ENSMUSG00000004661	-0.789001	-0.478780	0.336291	0.683740	0.618923	0.460269
ENSMUSG00000004665	-1.595299	-1.429073	-0.499518	-0.107560	0.167744	0.454749
ENSMUSG00000004667	-0.259025	-0.136345	-0.422546	-0.704858	-1.075214	-1.096973
ENSMUSG00000004668	-0.452831	-0.655491	1.833156	-1.130927	-1.270125	-2.792066
ENSMUSG00000004677	-0.119369	-0.392555	-0.032930	-0.351255	0.092720	-0.062250
ENSMUSG00000004698	1.550232	0.579911	1.066316	1.521018	2.569587	2.744787
ENSMUSG00000004707	0.534435	0.721985	0.930647	1.036116	0.775018	1.022531
ENSMUSG00000004709	0.451555	1.645141	0.708003	0.864435	1.321945	0.187397
ENSMUSG00000004748	-0.426672	-0.072136	-0.960681	-1.414738	-2.021925	-2.892122
ENSMUSG00000004768	-0.380947	0.278622	-0.175512	-0.455065	-0.631573	-0.443066
ENSMUSG00000004771	-0.166215	0.189831	-0.103246	0.373581	-0.148108	0.094812
ENSMUSG00000004788	-0.344261	-0.180628	-0.216865	0.093370	0.037762	0.254362
ENSMUSG00000004789	0.005075	0.151756	-0.093367	0.062082	-0.159364	-0.269987
ENSMUSG00000004791	-1.284318	-1.264805	-1.061520	-0.930118	0.249278	-0.076873
ENSMUSG00000004798	0.401866	0.293254	0.599727	1.007118	1.041935	1.215137
ENSMUSG00000004815	-0.183825	0.120039	0.111585	0.410049	0.132000	0.338657
ENSMUSG00000004837	-0.276338	-0.075416	0.107210	0.748607	1.449077	1.740503
ENSMUSG00000004843	-0.011001	0.086827	0.649441	0.370001	0.627298	0.591777
ENSMUSG00000004846	0.090276	0.228633	-0.117275	-0.283246	-0.405654	-0.534075
ENSMUSG00000004849	0.193140	0.320083	0.216659	0.183119	-0.003084	0.119072
ENSMUSG00000004865	0.040874	-0.054826	-0.408340	-0.607855	-1.171362	-1.106848
ENSMUSG00000004880	0.026985	0.057736	0.748120	0.499942	0.896200	0.461401
ENSMUSG00000004885	0.395740	-0.286823	-0.615616	0.061378	-0.917943	-1.755597
ENSMUSG00000004895	-0.042532	0.108059	0.130631	0.214982	0.209851	0.083564
ENSMUSG00000004896	-0.096375	-0.060307	-0.582795	-0.461359	-0.422321	-0.538110
ENSMUSG00000004897	0.074337	0.206972	-0.083792	-0.300759	-0.688694	-0.741443
ENSMUSG00000004902	-1.000429	-0.349544	-0.760222	0.067085	-0.593427	-0.863693
ENSMUSG00000004929	-0.301971	-0.334647	-0.671462	-0.907917	-1.421823	-1.702711
ENSMUSG00000004931	0.034544	0.086632	0.293718	0.263394	0.521432	0.329432
ENSMUSG00000004934	-0.068431	0.404616	0.384936	0.546986	0.442685	0.419635
ENSMUSG00000004936	0.259161	0.459737	0.755009	0.383192	-0.207222	-0.293526
ENSMUSG00000004937	-0.009710	0.077741	0.022093	0.357947	0.500501	0.299192
ENSMUSG00000004945	0.099976	0.330606	-0.119735	0.917888	0.959136	1.270838
ENSMUSG00000004947	-0.263368	-0.154478	-0.167971	0.145197	-0.275183	-0.360431
ENSMUSG00000004952	2.160865	1.832478	-0.161886	0.962326	0.429724	-0.366606
ENSMUSG00000004980	-0.102011	0.121715	-0.000182	-0.080960	-0.431969	-0.494476
ENSMUSG00000004994	-0.065967	-0.049885	0.030459	-0.024193	0.229382	0.661160
ENSMUSG00000004996	-0.204971	-0.446105	-0.786257	-0.969376	-1.836266	-1.585579
ENSMUSG00000005034	0.367145	0.146366	0.879056	0.756630	1.374287	1.313498
ENSMUSG00000005043	-1.310167	-1.235971	-0.334386	0.107823	0.962114	1.026161
ENSMUSG00000005045	0.252764	-0.082224	-0.900341	-0.637370	-1.545854	-0.741461
ENSMUSG00000005054	0.000652	-0.089186	0.136873	0.973447	1.175648	1.015539
ENSMUSG00000005069	0.342981	0.529064	0.241724	0.586802	0.923403	1.380840
ENSMUSG00000005078	0.020702	0.345215	-0.083570	0.624603	-0.156100	0.223265
ENSMUSG00000005087	-0.634785	-1.434777	-1.791830	-2.005080	-1.396148	-1.855480
ENSMUSG00000005102	0.077147	-0.024443	0.341550	0.343599	0.548212	0.586178
ENSMUSG00000005103	-0.106077	-0.169811	0.295824	0.072582	0.489885	0.332015
ENSMUSG00000005107	0.450645	-0.020113	-2.007277	-1.892695	-1.054954	-0.868764
ENSMUSG00000005125	2.786319	1.570779	1.223505	0.265982	-1.136989	-1.406809
ENSMUSG00000005131	1.502874	0.006347	0.998183	2.318446	2.072941	2.076970
ENSMUSG00000005142	-0.026263	0.069365	0.258616	0.685504	0.720554	0.808694
ENSMUSG00000005150	-0.167057	0.001106	-0.455388	-0.729822	-0.701609	-0.679356
ENSMUSG00000005161	0.188019	0.288109	-0.049932	-0.026227	0.003209	0.279047
ENSMUSG00000005198	-0.122310	-0.239235	0.140403	0.535946	0.913259	0.531535
ENSMUSG00000005204	-0.192800	-0.145989	-0.287570	-0.495957	-0.572381	-0.646789
ENSMUSG00000005233	0.019503	0.124495	-0.030627	-0.142151	-0.125588	-0.403593
ENSMUSG00000005262	-0.066535	0.076905	0.171308	0.239290	0.272032	0.385078
ENSMUSG00000005267	0.281335	-0.327169	-1.794121	-1.548711	-2.826777	-1.416564
ENSMUSG00000005268	-0.392938	-1.277475	-0.779532	-0.594680	-0.636904	0.386389
ENSMUSG00000005299	0.120036	0.304224	0.623751	0.038572	-0.152169	-0.018444
ENSMUSG00000005312	0.038093	-0.090952	0.272176	-0.051090	0.054606	-0.227619
ENSMUSG00000005320	0.288143	1.234067	0.188739	1.068669	0.446603	-0.051103
ENSMUSG00000005354	-0.128116	0.064652	-0.107580	0.014654	-0.501708	-0.707164
ENSMUSG00000005362	-0.255553	-0.199789	0.211628	-0.140848	0.188550	0.301809
ENSMUSG00000005370	0.302612	0.446753	0.851357	0.432821	0.441973	0.381570
ENSMUSG00000005371	0.187936	0.633678	0.228223	0.489474	1.100056	1.288189
