ENSMUSG00000039087	mmu-miR-320-3p
ENSMUSG00000039087	mmu-miR-466d-5p
ENSMUSG00000039087	mmu-miR-298-5p
ENSMUSG00000039087	mmu-miR-1187
ENSMUSG00000039087	mmu-miR-669f-3p
ENSMUSG00000039087	mmu-miR-34b-3p
ENSMUSG00000039087	mmu-miR-3091-3p
ENSMUSG00000005698	mmu-miR-674-3p
ENSMUSG00000031506	mmu-miR-188-3p
ENSMUSG00000031506	mmu-miR-151-3p
ENSMUSG00000031506	mmu-miR-362-5p
ENSMUSG00000049288	mmu-miR-466n-3p
ENSMUSG00000036990	mmu-miR-342-3p
ENSMUSG00000036990	mmu-miR-188-5p
ENSMUSG00000036990	mmu-miR-872-3p
ENSMUSG00000036990	mmu-miR-542-3p
ENSMUSG00000036990	mmu-miR-152-3p
ENSMUSG00000036990	mmu-miR-381-3p
ENSMUSG00000036990	mmu-miR-93-5p
ENSMUSG00000068966	mmu-miR-363-3p
ENSMUSG00000062866	mmu-miR-362-5p
ENSMUSG00000031310	mmu-miR-466n-3p
ENSMUSG00000034160	mmu-miR-669f-3p
ENSMUSG00000034160	mmu-miR-3074-1-3p
ENSMUSG00000046387	mmu-miR-669f-3p
ENSMUSG00000046387	mmu-miR-34b-3p
ENSMUSG00000034781	mmu-miR-532-3p
ENSMUSG00000029480	mmu-miR-188-5p
ENSMUSG00000029480	mmu-miR-362-3p
ENSMUSG00000021484	mmu-miR-532-3p
ENSMUSG00000021484	mmu-miR-342-3p
ENSMUSG00000021484	mmu-miR-151-3p
ENSMUSG00000000247	mmu-miR-542-5p
ENSMUSG00000000247	mmu-miR-362-3p
ENSMUSG00000000247	mmu-miR-532-3p
ENSMUSG00000070705	mmu-miR-466n-3p
ENSMUSG00000022131	mmu-miR-151-3p
ENSMUSG00000022131	mmu-miR-500-5p
ENSMUSG00000022131	mmu-miR-342-3p
ENSMUSG00000022131	mmu-miR-501-5p
ENSMUSG00000051344	mmu-miR-363-5p
ENSMUSG00000051344	mmu-miR-34b-5p
ENSMUSG00000051344	mmu-miR-466d-5p
ENSMUSG00000051344	mmu-miR-34b-3p
ENSMUSG00000051344	mmu-miR-3091-3p
ENSMUSG00000022686	mmu-miR-1187
ENSMUSG00000022686	mmu-miR-669f-3p
ENSMUSG00000034168	mmu-miR-362-5p
ENSMUSG00000018995	mmu-miR-450b-5p
ENSMUSG00000018995	mmu-miR-542-3p
ENSMUSG00000018995	mmu-miR-188-5p
ENSMUSG00000018995	mmu-miR-362-3p
ENSMUSG00000063108	mmu-miR-1187
ENSMUSG00000063108	mmu-miR-34b-3p
ENSMUSG00000063108	mmu-miR-363-5p
ENSMUSG00000030067	mmu-miR-17-3p
ENSMUSG00000030067	mmu-miR-34b-5p
ENSMUSG00000030067	mmu-miR-19b-1-5p
ENSMUSG00000030067	mmu-miR-669f-3p
ENSMUSG00000035033	mmu-miR-434-5p
ENSMUSG00000031337	mmu-miR-466n-3p
ENSMUSG00000043460	mmu-miR-188-3p
ENSMUSG00000043460	mmu-miR-532-3p
ENSMUSG00000028403	mmu-miR-1198-5p
ENSMUSG00000024231	mmu-miR-532-3p
ENSMUSG00000024231	mmu-miR-872-5p
ENSMUSG00000024231	mmu-miR-188-3p
ENSMUSG00000032902	mmu-miR-339-3p
ENSMUSG00000032902	mmu-miR-363-5p
ENSMUSG00000032902	mmu-miR-669f-3p
ENSMUSG00000032902	mmu-miR-34b-3p
ENSMUSG00000033054	mmu-miR-450b-5p
ENSMUSG00000033054	mmu-miR-434-5p
ENSMUSG00000033054	mmu-miR-542-5p
ENSMUSG00000033054	mmu-miR-542-3p
ENSMUSG00000041220	mmu-miR-532-3p
ENSMUSG00000041220	mmu-miR-342-3p
ENSMUSG00000041220	mmu-miR-22-3p
ENSMUSG00000041220	mmu-miR-188-5p
ENSMUSG00000041220	mmu-miR-151-3p
ENSMUSG00000041220	mmu-miR-188-3p
ENSMUSG00000041220	mmu-miR-1198-5p
ENSMUSG00000041220	mmu-miR-501-5p
ENSMUSG00000041220	mmu-miR-542-3p
ENSMUSG00000070871	mmu-miR-188-5p
ENSMUSG00000070871	mmu-miR-362-3p
ENSMUSG00000070871	mmu-miR-151-3p
ENSMUSG00000070871	mmu-miR-532-3p
ENSMUSG00000051413	mmu-miR-34b-3p
ENSMUSG00000005897	mmu-miR-669f-3p
ENSMUSG00000005893	mmu-miR-34b-3p
ENSMUSG00000039850	mmu-miR-34b-5p
ENSMUSG00000039850	mmu-miR-466d-5p
ENSMUSG00000039850	mmu-miR-3091-3p
ENSMUSG00000039850	mmu-miR-466k
ENSMUSG00000009569	mmu-miR-34b-3p
ENSMUSG00000009569	mmu-miR-210-5p
ENSMUSG00000044469	mmu-miR-34b-3p
ENSMUSG00000044469	mmu-miR-466n-3p
ENSMUSG00000053477	mmu-miR-363-5p
ENSMUSG00000005534	mmu-miR-466n-3p
ENSMUSG00000005534	mmu-miR-363-5p
ENSMUSG00000005534	mmu-miR-34b-5p
ENSMUSG00000038335	mmu-miR-151-3p
ENSMUSG00000038335	mmu-miR-22-5p
ENSMUSG00000038335	mmu-miR-501-5p
ENSMUSG00000043336	mmu-miR-3074-1-3p
ENSMUSG00000043336	mmu-miR-669f-3p
ENSMUSG00000043336	mmu-miR-467e-3p
ENSMUSG00000043336	mmu-miR-467b-5p
ENSMUSG00000024431	mmu-miR-674-3p
ENSMUSG00000024431	mmu-miR-1187
ENSMUSG00000024431	mmu-miR-669f-3p
ENSMUSG00000030748	mmu-miR-188-5p
ENSMUSG00000030748	mmu-miR-362-3p
ENSMUSG00000030748	mmu-miR-188-3p
ENSMUSG00000030748	mmu-miR-362-5p
ENSMUSG00000030748	mmu-miR-532-3p
ENSMUSG00000074480	mmu-miR-188-3p
ENSMUSG00000021133	mmu-miR-466d-5p
ENSMUSG00000021133	mmu-miR-669f-3p
ENSMUSG00000021133	mmu-miR-34b-5p
ENSMUSG00000021133	mmu-miR-466n-3p
ENSMUSG00000021133	mmu-miR-3091-3p
ENSMUSG00000039219	mmu-miR-3074-1-3p
ENSMUSG00000039219	mmu-miR-669f-3p
ENSMUSG00000039219	mmu-miR-467e-3p
ENSMUSG00000039219	mmu-miR-34b-5p
ENSMUSG00000039219	mmu-miR-34a-5p
ENSMUSG00000039210	mmu-miR-34b-5p
ENSMUSG00000039210	mmu-miR-34b-3p
ENSMUSG00000039210	mmu-miR-3091-3p
ENSMUSG00000022533	mmu-miR-15a-5p
ENSMUSG00000029705	mmu-miR-27a-5p
ENSMUSG00000029705	mmu-miR-320-3p
ENSMUSG00000003721	mmu-miR-466k
ENSMUSG00000003721	mmu-miR-466d-5p
ENSMUSG00000046668	mmu-miR-3091-3p
ENSMUSG00000046668	mmu-miR-363-3p
ENSMUSG00000035000	mmu-miR-363-5p
ENSMUSG00000035000	mmu-miR-34b-5p
ENSMUSG00000020661	mmu-miR-339-3p
ENSMUSG00000020661	mmu-miR-1187
ENSMUSG00000020661	mmu-miR-34b-3p
ENSMUSG00000020661	mmu-miR-466n-3p
ENSMUSG00000020661	mmu-miR-466k
ENSMUSG00000020661	mmu-miR-34b-5p
ENSMUSG00000020661	mmu-miR-3074-1-3p
ENSMUSG00000036438	mmu-miR-467e-3p
ENSMUSG00000036438	mmu-miR-669f-3p
ENSMUSG00000036438	mmu-miR-466n-3p
ENSMUSG00000036438	mmu-miR-467b-5p
ENSMUSG00000050240	mmu-miR-188-3p
ENSMUSG00000000568	mmu-miR-151-3p
ENSMUSG00000000568	mmu-miR-532-3p
ENSMUSG00000000568	mmu-miR-342-3p
ENSMUSG00000000568	mmu-miR-501-5p
ENSMUSG00000000568	mmu-miR-362-3p
ENSMUSG00000000568	mmu-miR-188-3p
ENSMUSG00000000568	mmu-miR-1198-5p
ENSMUSG00000000568	mmu-miR-532-5p
ENSMUSG00000022707	mmu-miR-450b-5p
ENSMUSG00000029390	mmu-miR-501-5p
ENSMUSG00000029390	mmu-miR-151-3p
ENSMUSG00000029390	mmu-miR-532-3p
ENSMUSG00000059842	mmu-miR-363-5p
ENSMUSG00000002083	mmu-miR-34b-5p
ENSMUSG00000033233	mmu-miR-363-5p
ENSMUSG00000033233	mmu-miR-34b-5p
ENSMUSG00000027495	mmu-miR-466n-3p
ENSMUSG00000027495	mmu-miR-669f-3p
ENSMUSG00000023391	mmu-miR-34b-5p
ENSMUSG00000051674	mmu-miR-466n-3p
ENSMUSG00000051674	mmu-miR-467e-3p
ENSMUSG00000051674	mmu-miR-669f-3p
ENSMUSG00000022514	mmu-miR-542-3p
ENSMUSG00000022514	mmu-miR-1198-5p
ENSMUSG00000022514	mmu-miR-450b-5p
ENSMUSG00000033392	mmu-miR-429-3p
ENSMUSG00000033392	mmu-miR-500-3p
ENSMUSG00000033392	mmu-miR-342-3p
ENSMUSG00000033392	mmu-miR-542-3p
ENSMUSG00000058706	mmu-miR-3091-3p
ENSMUSG00000058706	mmu-miR-669f-3p
ENSMUSG00000068917	mmu-miR-669f-3p
ENSMUSG00000038375	mmu-miR-363-5p
ENSMUSG00000038375	mmu-miR-34b-5p
ENSMUSG00000019982	mmu-miR-34b-5p
ENSMUSG00000024298	mmu-miR-1187
ENSMUSG00000024298	mmu-miR-34b-3p
ENSMUSG00000024298	mmu-miR-34b-5p
ENSMUSG00000026478	mmu-miR-363-5p
ENSMUSG00000026478	mmu-miR-34b-5p
ENSMUSG00000005871	mmu-miR-363-5p
ENSMUSG00000005871	mmu-miR-34b-5p
ENSMUSG00000005871	mmu-miR-466d-5p
ENSMUSG00000005871	mmu-miR-669f-3p
ENSMUSG00000005871	mmu-miR-466n-3p
ENSMUSG00000063972	mmu-miR-3091-3p
ENSMUSG00000063972	mmu-miR-155-3p
ENSMUSG00000063972	mmu-miR-20a-3p
ENSMUSG00000063972	mmu-miR-34b-5p
ENSMUSG00000007659	mmu-miR-363-5p
ENSMUSG00000007659	mmu-miR-3074-1-3p
ENSMUSG00000028033	mmu-miR-1198-5p
ENSMUSG00000028033	mmu-miR-151-3p
ENSMUSG00000028033	mmu-miR-532-3p
ENSMUSG00000037876	mmu-miR-34b-5p
ENSMUSG00000037876	mmu-miR-669f-3p
ENSMUSG00000037876	mmu-miR-3074-1-3p
ENSMUSG00000040325	mmu-miR-22-5p
ENSMUSG00000026083	mmu-miR-532-3p
ENSMUSG00000026083	mmu-miR-542-5p
ENSMUSG00000026083	mmu-miR-342-3p
ENSMUSG00000027108	mmu-miR-22-3p
ENSMUSG00000027108	mmu-miR-450b-5p
ENSMUSG00000024810	mmu-miR-363-5p
ENSMUSG00000024810	mmu-miR-34b-5p
ENSMUSG00000030720	mmu-miR-466d-5p
ENSMUSG00000030720	mmu-miR-466k
ENSMUSG00000048118	mmu-miR-466n-3p
ENSMUSG00000048118	mmu-miR-467c-5p
ENSMUSG00000048118	mmu-miR-467b-5p
ENSMUSG00000048118	mmu-miR-107-3p
ENSMUSG00000048118	mmu-miR-34b-5p
ENSMUSG00000051495	mmu-miR-3091-3p
ENSMUSG00000051495	mmu-miR-467c-5p
ENSMUSG00000026277	mmu-miR-466d-5p
ENSMUSG00000026277	mmu-miR-1187
ENSMUSG00000026277	mmu-miR-669f-3p
ENSMUSG00000063953	mmu-miR-450a-5p
ENSMUSG00000015222	mmu-miR-466d-5p
ENSMUSG00000015222	mmu-miR-1187
ENSMUSG00000015222	mmu-miR-34b-3p
ENSMUSG00000015222	mmu-miR-20a-3p
ENSMUSG00000035356	mmu-miR-669f-3p
ENSMUSG00000039987	mmu-miR-22-5p
ENSMUSG00000039987	mmu-miR-342-3p
ENSMUSG00000039987	mmu-miR-542-3p
ENSMUSG00000039987	mmu-miR-532-3p
ENSMUSG00000039987	mmu-miR-93-5p
ENSMUSG00000039985	mmu-miR-342-3p
ENSMUSG00000039985	mmu-miR-188-5p
ENSMUSG00000039985	mmu-miR-93-5p
ENSMUSG00000030447	mmu-miR-362-5p
ENSMUSG00000027660	mmu-miR-466n-3p
ENSMUSG00000027660	mmu-miR-363-3p
ENSMUSG00000027669	mmu-miR-339-3p
ENSMUSG00000009681	mmu-miR-188-3p
ENSMUSG00000009681	mmu-miR-532-3p
ENSMUSG00000078185	mmu-miR-466n-3p
ENSMUSG00000054792	mmu-miR-363-5p
ENSMUSG00000054792	mmu-miR-34b-5p
ENSMUSG00000027475	mmu-miR-3091-3p
ENSMUSG00000027782	mmu-miR-361-5p
ENSMUSG00000027782	mmu-miR-93-3p
ENSMUSG00000027782	mmu-miR-1198-5p
ENSMUSG00000027782	mmu-miR-500-3p
ENSMUSG00000027782	mmu-miR-872-3p
ENSMUSG00000027782	mmu-miR-93-5p
ENSMUSG00000033658	mmu-miR-188-3p
ENSMUSG00000033658	mmu-miR-542-5p
ENSMUSG00000033658	mmu-miR-342-3p
ENSMUSG00000033658	mmu-miR-501-5p
ENSMUSG00000033658	mmu-miR-542-3p
ENSMUSG00000033658	mmu-miR-188-5p
ENSMUSG00000033658	mmu-miR-362-3p
ENSMUSG00000026784	mmu-miR-22-3p
ENSMUSG00000026436	mmu-miR-363-5p
ENSMUSG00000026436	mmu-miR-34b-5p
ENSMUSG00000026436	mmu-miR-3074-1-3p
ENSMUSG00000026436	mmu-miR-363-3p
ENSMUSG00000030306	mmu-miR-34b-5p
ENSMUSG00000030306	mmu-miR-466d-5p
ENSMUSG00000030306	mmu-miR-669f-3p
ENSMUSG00000026923	mmu-miR-450b-5p
ENSMUSG00000077450	mmu-miR-363-5p
ENSMUSG00000077450	mmu-miR-34b-5p
ENSMUSG00000077450	mmu-miR-466d-5p
ENSMUSG00000077450	mmu-miR-669f-3p
ENSMUSG00000028565	mmu-miR-19b-1-5p
ENSMUSG00000028565	mmu-miR-20a-3p
ENSMUSG00000028565	mmu-miR-18b-3p
ENSMUSG00000028565	mmu-miR-10a-3p
ENSMUSG00000028565	mmu-miR-363-5p
ENSMUSG00000028565	mmu-miR-320-3p
ENSMUSG00000028565	mmu-miR-34b-5p
ENSMUSG00000028565	mmu-miR-298-5p
ENSMUSG00000028565	mmu-miR-32-3p
ENSMUSG00000028565	mmu-miR-34b-3p
ENSMUSG00000028565	mmu-miR-467c-5p
ENSMUSG00000032688	mmu-miR-450b-5p
ENSMUSG00000018401	mmu-miR-34b-5p
ENSMUSG00000018401	mmu-miR-34b-3p
ENSMUSG00000050029	mmu-miR-669f-3p
ENSMUSG00000050029	mmu-miR-106a-3p
ENSMUSG00000050029	mmu-miR-363-3p
ENSMUSG00000050029	mmu-miR-107-3p
ENSMUSG00000050029	mmu-miR-17-3p
ENSMUSG00000050029	mmu-miR-363-5p
ENSMUSG00000050029	mmu-miR-320-3p
ENSMUSG00000050029	mmu-miR-3074-1-3p
